PROVINCIA,MUNICIPIO,CODPARCELA,FECHA,_103_Fenología_B2_Yema_hinchada_,_104_Fenología_C_Punta_verde_,_105_Fenología_D_Hojas_incipientes_,_106_Fenología_E_Hojas_extendidas_,_301_Araña_a_T_urticae_cepas_con_presencia,_302_Araña_a_T_urticae_hojas_inferior_con_presencia,_317_Erinosis_E_vitis_cepas_con_presencia,_401_Lobesia_n_adultos_trampa_feromona_y_día,_405_Lobesia_racimos_con_puestas,_001_Gusanos_grises_yemas_con_daño,_101_Altica_n_de_adultos_hojas,_406_Caracoles_hojas_y_brotes_dañados,_409_Oruga_peluda_yemas_con_larvas,_418_Roedores_cepas_afectadas
Cádiz,Jerez de la Frontera,098-00014-00-00,2010-07-20T00:00:00,,,,,0,0,,,9,,0.02,,,
Cádiz,Jerez de la Frontera,098-00014-00-00,2010-07-28T00:00:00,,,,,0,0,,,19,,0.01,,,
Cádiz,Jerez de la Frontera,098-00014-00-00,2010-08-04T00:00:00,,,,,0,0,,,2,,0,,,
Cádiz,Jerez de la Frontera,098-00014-00-00,2010-08-10T00:00:00,,,,,0,0,,,0,,0.02,,,
Cádiz,Jerez de la Frontera,098-00014-00-00,2010-09-01T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,098-00014-00-00,2010-09-08T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,098-00014-00-00,2010-09-15T00:00:00,,,,,0,0,,,,,0,,,
Cádiz,Jerez de la Frontera,098-00014-00-00,2010-09-22T00:00:00,,,,,0,0,,,,,0,,,
Cádiz,Jerez de la Frontera,098-00014-00-00,2010-09-29T00:00:00,,,,,0,0,,,,,0.01,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2006-03-06T00:00:00,,,,,,,,,,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2006-03-13T00:00:00,2,,,,,,,,,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2006-03-20T00:00:00,,1,2,1,,,,,,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2006-03-27T00:00:00,,,1,2,,,,,,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2006-04-03T00:00:00,,,1,1,,,,,,,2,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2006-04-10T00:00:00,,,1,1,,,,,0,,4,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2006-04-17T00:00:00,,,,1,,,,,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2006-04-24T00:00:00,,,,1,,,,,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2006-05-01T00:00:00,,,,,,,,,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2006-05-02T00:00:00,,,,,,,,,,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2006-05-08T00:00:00,,,,,0,0,,,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2006-05-15T00:00:00,,,,,0,0,,,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2006-05-22T00:00:00,,,,,0,0,,,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2006-05-29T00:00:00,,,,,0,0,,,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2006-06-05T00:00:00,,,,,5,5,,,5,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2006-06-12T00:00:00,,,,,5,10,,,14,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2006-06-19T00:00:00,,,,,8,5,,,10,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2006-06-26T00:00:00,,,,,4,2,,,3,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2006-07-03T00:00:00,,,,,6,3,,,6,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2006-07-10T00:00:00,,,,,7,4,,,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2006-07-17T00:00:00,,,,,8,5,,,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2006-07-24T00:00:00,,,,,4,2,,,4,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2006-07-31T00:00:00,,,,,,,,,,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2007-03-28T00:00:00,,1,2,,,,,,,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2007-04-10T00:00:00,,,1,2,,,,,,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2007-04-17T00:00:00,,,,1,,,,,,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2007-04-20T00:00:00,,,,,,,,,,,2,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2007-04-24T00:00:00,,,,1,,,,,,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2007-04-30T00:00:00,,,,,0,0,,,0,,2,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2007-05-09T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2007-05-16T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2007-05-23T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2007-05-30T00:00:00,,,,,1,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2007-06-05T00:00:00,,,,,1,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2007-06-13T00:00:00,,,,,1,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2007-06-19T00:00:00,,,,,1,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2007-06-27T00:00:00,,,,,1,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2007-07-04T00:00:00,,,,,0,0,,,0,,1,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2007-07-11T00:00:00,,,,,0,0,,,0,,1,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2007-07-18T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2007-07-25T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2007-08-01T00:00:00,,,,,0,0,,,12,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2007-08-22T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2007-08-29T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2008-03-24T00:00:00,,,,1,0,0,,,0,,1,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2008-03-31T00:00:00,,,,1,0,0,,,0,,1,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2008-04-08T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2008-04-15T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2008-04-23T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2008-05-07T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2008-05-14T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2008-05-21T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2008-05-27T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2008-06-04T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2008-06-11T00:00:00,,,,,2,2,,,10,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2008-06-18T00:00:00,,,,,4,4,,,12,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2008-06-25T00:00:00,,,,,4,4,,,12,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2008-07-02T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2008-07-09T00:00:00,,,,,0,0,,,,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2008-07-16T00:00:00,,,,,0,0,,,20,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2008-07-23T00:00:00,,,,,4,4,,,12,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2009-03-25T00:00:00,,,1,1,0,0,0,0,0,0,1,0,0,3
Cádiz,Jerez de la Frontera,099-00024-00-04,2009-04-01T00:00:00,,,1,1,0,0,0,0,0,0,1,0,0,3
Cádiz,Jerez de la Frontera,099-00024-00-04,2009-04-07T00:00:00,,,1,1,0,0,0,0,10,0,1,0,0,3
Cádiz,Jerez de la Frontera,099-00024-00-04,2009-04-15T00:00:00,,,,1,0,0,0,0,8,0,1,0,0,3
Cádiz,Jerez de la Frontera,099-00024-00-04,2009-04-22T00:00:00,,,,,0,0,0,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2009-04-29T00:00:00,,,,,0,0,0,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2009-05-06T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2009-05-13T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2009-05-20T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2009-05-27T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2009-06-03T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2009-06-10T00:00:00,,,,,0,0,,0,6,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2009-06-17T00:00:00,,,,,0,0,,0,16,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2009-06-24T00:00:00,,,,,0,0,,0,13,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2009-07-01T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2009-07-08T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2009-07-15T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2009-07-22T00:00:00,,,,,4,4,23,0,25,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2009-07-29T00:00:00,,,,,0,0,26,0,25,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2009-08-05T00:00:00,,,,,0,0,0,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2009-08-12T00:00:00,,,,,0,0,0,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2010-04-07T00:00:00,,,1,2,0,0,0,0,0,,1,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2010-04-14T00:00:00,,,,1,0,0,0,0,0,,1,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2010-04-21T00:00:00,,,,1,0,0,0,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2010-04-28T00:00:00,,,,,0,0,0,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2010-05-04T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2010-05-12T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2010-05-19T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2010-05-26T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2010-06-02T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2010-06-09T00:00:00,,,,,0,0,,0,12,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2010-06-16T00:00:00,,,,,0,0,,0,16,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2010-06-23T00:00:00,,,,,0,0,,0,16,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2010-06-30T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2010-07-07T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2010-07-14T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2010-07-21T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2010-07-28T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2010-08-04T00:00:00,,,,,0,0,,0,20,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2010-08-11T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2010-08-18T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2011-04-06T00:00:00,,,1,2,0,0,,0,0,,1.5,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2011-04-13T00:00:00,,,,1,0,0,,0,0,,1,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2011-04-19T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2011-04-27T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2011-05-04T00:00:00,,,,,0,0,,0,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2011-05-11T00:00:00,,,,,0,0,,0,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2011-05-18T00:00:00,,,,,0,0,,0,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2011-05-25T00:00:00,,,,,0,0,,0,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2011-06-01T00:00:00,,,,,0,0,,0,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2011-06-08T00:00:00,,,,,0,0,,0,15,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2011-06-15T00:00:00,,,,,0,0,,0,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2011-06-22T00:00:00,,,,,0,0,,0,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2011-06-29T00:00:00,,,,,0,0,,0,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2011-07-06T00:00:00,,,,,0,0,,0,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2011-07-13T00:00:00,,,,,0,0,,0,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2011-07-20T00:00:00,,,,,0,0,,0,20,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2011-07-27T00:00:00,,,,,0,0,,0,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2011-08-03T00:00:00,,,,,0,0,,0,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2011-08-10T00:00:00,,,,,0,0,,0,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2012-04-27T00:00:00,,,1,1,0,0,,,0,,0.04,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2012-05-02T00:00:00,,,,1,0,0,,,0,,0.04,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2012-05-09T00:00:00,,,,,0,0,0,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2012-05-16T00:00:00,,,,,0,0,0,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2012-05-23T00:00:00,,,,,0,0,0,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2012-05-30T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2012-06-06T00:00:00,,,,,0,0,,,3,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2012-06-13T00:00:00,,,,,0,0,,,10,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2012-06-20T00:00:00,,,,,0,0,,,12,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2012-06-27T00:00:00,,,,,4,4,,,12,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2012-07-04T00:00:00,,,,,4,4,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2012-07-11T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2012-07-18T00:00:00,,,,,0,0,,,9,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2012-07-25T00:00:00,,,,,4,4,,,10,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2012-08-01T00:00:00,,,,,4,4,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2012-08-08T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2012-08-14T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2012-09-05T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2012-09-12T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2012-09-19T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-04,2012-09-26T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2013-04-10T00:00:00,,,1,2,0,0,0,0,,0,0,0,,0
Cádiz,Jerez de la Frontera,099-00024-00-2,2013-04-17T00:00:00,,,,1,0,0,,0,,,0,0,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2013-04-24T00:00:00,,,,,0,0,,0,,,0,0,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2013-05-02T00:00:00,,,,,0,0,,0,,,0,0,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2013-05-08T00:00:00,,,,,0,0,,0,,,0,0,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2013-05-15T00:00:00,,,,,0,0,,0,,,0,0,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2013-05-22T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2013-05-29T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2013-06-05T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2013-06-12T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2013-06-19T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2013-06-26T00:00:00,,,,,0,0,,,8,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2013-07-03T00:00:00,,,,,0,0,,,8,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2013-07-10T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2013-07-17T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2013-07-24T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2013-07-31T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2013-08-07T00:00:00,,,,,0,0,,0,10,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2013-08-14T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2013-08-21T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2013-09-04T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2013-09-11T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2013-09-18T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2013-09-25T00:00:00,,,,,0,0,,,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2014-03-26T00:00:00,1,1,2,,0,0,0,0,0,0,0,0,,0
Cádiz,Jerez de la Frontera,099-00024-00-2,2014-04-09T00:00:00,,,,1,0,0,0,0,0,0,0,0,,0
Cádiz,Jerez de la Frontera,099-00024-00-2,2014-04-16T00:00:00,,,,,0,0,0,0,0,0,0,0,,0
Cádiz,Jerez de la Frontera,099-00024-00-2,2014-04-23T00:00:00,,,,,0,0,0,0,0,0,0,0,,0
Cádiz,Jerez de la Frontera,099-00024-00-2,2014-04-29T00:00:00,,,,,0,0,0,0,0,0,0,0,,0
Cádiz,Jerez de la Frontera,099-00024-00-2,2014-05-07T00:00:00,,,,,0,0,0,0,0,0,0,0,,0
Cádiz,Jerez de la Frontera,099-00024-00-2,2014-05-14T00:00:00,,,,,0,0,0,0,0,0,0,0,,0
Cádiz,Jerez de la Frontera,099-00024-00-2,2014-05-21T00:00:00,,,,,4,4,0,0,0,0,0,0,,0
Cádiz,Jerez de la Frontera,099-00024-00-2,2014-06-04T00:00:00,,,,,4,4,,,8,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2014-06-11T00:00:00,,,,,4,4,,,31,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2014-06-18T00:00:00,,,,,4,4,,,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2014-06-25T00:00:00,,,,,4,4,,,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2014-07-02T00:00:00,,,,,0,0,,,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2014-07-09T00:00:00,,,,,0,0,,,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2014-07-16T00:00:00,,,,,0,0,,,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2014-07-30T00:00:00,,,,,0,0,,,13,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2014-08-06T00:00:00,,,,,0,0,,,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2015-03-23T00:00:00,1,2,,,0,0,,0,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2015-03-30T00:00:00,,,1,2,0,0,,0,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2015-04-06T00:00:00,,,,1,0,0,,0,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2015-04-13T00:00:00,,,,,0,0,,0,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2015-04-20T00:00:00,,,,,0,0,0,0,0,0,0,0,,0
Cádiz,Jerez de la Frontera,099-00024-00-2,2015-04-29T00:00:00,,,,,0,0,0,0,0,0,0,0,,0
Cádiz,Jerez de la Frontera,099-00024-00-2,2015-05-06T00:00:00,,,,,4,4,0,0,0,0,0,0,,0
Cádiz,Jerez de la Frontera,099-00024-00-2,2015-05-20T00:00:00,,,,,0,0,0,0,0,0,0,0,,0
Cádiz,Jerez de la Frontera,099-00024-00-2,2015-05-27T00:00:00,,,,,0,0,0,0,0,0,0,0,,0
Cádiz,Jerez de la Frontera,099-00024-00-2,2015-06-03T00:00:00,,,,,0,0,0,0,0,0,0,0,,0
Cádiz,Jerez de la Frontera,099-00024-00-2,2015-06-10T00:00:00,,,,,0,0,0,0,5,0,0,0,,0
Cádiz,Jerez de la Frontera,099-00024-00-2,2015-06-17T00:00:00,,,,,0,0,0,0,8,0,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2015-06-24T00:00:00,,,,,0,0,0,0,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2015-07-01T00:00:00,,,,,0,0,0,0,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2015-07-08T00:00:00,,,,,0,0,0,0,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2015-07-15T00:00:00,,,,,0,0,0,0,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2015-07-22T00:00:00,,,,,0,0,0,0,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2015-07-29T00:00:00,,,,,0,0,0,0,3,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2015-08-05T00:00:00,,,,,0,0,0,0,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2015-08-12T00:00:00,,,,,0,0,0,0,0,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2016-04-13T00:00:00,,,,1,0,0,0,0,0,0,0,,,0
Cádiz,Jerez de la Frontera,099-00024-00-2,2016-04-20T00:00:00,,,,,0,0,0,0,0,0,0,,,0
Cádiz,Jerez de la Frontera,099-00024-00-2,2016-04-27T00:00:00,,,,,0,0,0,0,0,0,0,,,0
Cádiz,Jerez de la Frontera,099-00024-00-2,2016-05-11T00:00:00,,,,,0,0,0,0,0,0,0,,,0
Cádiz,Jerez de la Frontera,099-00024-00-2,2016-05-17T00:00:00,,,,,4,4,0,0,0,0,0,,,0
Cádiz,Jerez de la Frontera,099-00024-00-2,2016-05-24T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2016-05-31T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2016-06-07T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2016-06-14T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2016-06-21T00:00:00,,,,,4,4,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2016-06-28T00:00:00,,,,,4,4,,0,10,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2016-07-05T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2016-07-12T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2016-07-19T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2016-07-26T00:00:00,,,,,0,0,,0,4,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2016-08-02T00:00:00,,,,,0,0,,10,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2016-08-09T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2016-08-17T00:00:00,,,,,,,,,,,,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2016-08-23T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2016-08-31T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2016-09-07T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2016-09-14T00:00:00,,,,,0,0,,0,0,,0,,,
Cádiz,Jerez de la Frontera,099-00024-00-2,2017-03-14T00:00:00,2,1,,,0,0,0,0,0,0,0,0,,0
