Gene stable ID	Caenorhabditis elegans gene stable ID	Caenorhabditis elegans orthology confidence [0 low, 1 high]
ENSMUSG00000104042		
ENSMUSG00000031996	WBGene00000149	0
ENSMUSG00000113966		
ENSMUSG00000021266	WBGene00006945	0
ENSMUSG00000104211		
ENSMUSG00000087505		
ENSMUSG00000102643		
ENSMUSG00000010110	WBGene00006373	0
ENSMUSG00000028150	WBGene00044353	0
ENSMUSG00000028150	WBGene00013512	0
ENSMUSG00000028150	WBGene00011565	0
ENSMUSG00000028150	WBGene00011566	0
ENSMUSG00000028150	WBGene00008901	0
ENSMUSG00000028150	WBGene00011568	0
ENSMUSG00000028150	WBGene00022639	0
ENSMUSG00000028150	WBGene00022640	0
ENSMUSG00000028150	WBGene00022637	0
ENSMUSG00000028150	WBGene00008208	0
ENSMUSG00000028150	WBGene00012050	0
ENSMUSG00000028150	WBGene00010017	0
ENSMUSG00000028150	WBGene00006471	0
ENSMUSG00000028150	WBGene00014068	0
ENSMUSG00000028150	WBGene00010186	0
ENSMUSG00000028150	WBGene00012056	0
ENSMUSG00000028150	WBGene00003641	0
ENSMUSG00000028150	WBGene00008884	0
ENSMUSG00000028150	WBGene00010601	0
ENSMUSG00000028150	WBGene00010602	0
ENSMUSG00000028150	WBGene00010600	0
ENSMUSG00000028150	WBGene00003642	0
ENSMUSG00000028150	WBGene00010603	0
ENSMUSG00000028150	WBGene00018404	0
ENSMUSG00000028150	WBGene00016927	0
ENSMUSG00000028150	WBGene00016926	0
ENSMUSG00000028150	WBGene00010180	0
ENSMUSG00000028150	WBGene00018541	0
ENSMUSG00000028150	WBGene00003614	0
ENSMUSG00000028150	WBGene00018545	0
ENSMUSG00000028150	WBGene00018544	0
ENSMUSG00000028150	WBGene00003608	0
ENSMUSG00000028150	WBGene00003702	0
ENSMUSG00000028150	WBGene00011396	0
ENSMUSG00000028150	WBGene00007367	0
ENSMUSG00000028150	WBGene00003653	0
ENSMUSG00000028150	WBGene00003640	0
ENSMUSG00000028150	WBGene00016367	0
ENSMUSG00000028150	WBGene00016366	0
ENSMUSG00000028150	WBGene00016365	0
ENSMUSG00000028150	WBGene00016368	0
ENSMUSG00000028150	WBGene00020750	0
ENSMUSG00000028150	WBGene00018542	0
ENSMUSG00000028150	WBGene00003638	0
ENSMUSG00000028150	WBGene00015897	0
ENSMUSG00000028150	WBGene00003648	0
ENSMUSG00000028150	WBGene00020852	0
ENSMUSG00000028150	WBGene00003715	0
ENSMUSG00000028150	WBGene00020850	0
ENSMUSG00000028150	WBGene00020849	0
ENSMUSG00000028150	WBGene00003705	0
ENSMUSG00000028150	WBGene00020851	0
ENSMUSG00000028150	WBGene00020015	0
ENSMUSG00000028150	WBGene00017961	0
ENSMUSG00000028150	WBGene00003685	0
ENSMUSG00000028150	WBGene00003696	0
ENSMUSG00000028150	WBGene00003708	0
ENSMUSG00000028150	WBGene00003728	0
ENSMUSG00000028150	WBGene00022805	0
ENSMUSG00000028150	WBGene00003669	0
ENSMUSG00000028150	WBGene00021610	0
ENSMUSG00000028150	WBGene00003632	0
ENSMUSG00000028150	WBGene00003698	0
ENSMUSG00000028150	WBGene00008830	0
ENSMUSG00000028150	WBGene00021611	0
ENSMUSG00000028150	WBGene00018265	0
ENSMUSG00000028150	WBGene00018266	0
ENSMUSG00000028150	WBGene00003646	0
ENSMUSG00000028150	WBGene00003725	0
ENSMUSG00000028150	WBGene00044699	0
ENSMUSG00000028150	WBGene00003620	0
ENSMUSG00000028150	WBGene00021617	0
ENSMUSG00000028150	WBGene00003651	0
ENSMUSG00000028150	WBGene00003618	0
ENSMUSG00000028150	WBGene00015497	0
ENSMUSG00000028150	WBGene00016517	0
ENSMUSG00000028150	WBGene00008619	0
ENSMUSG00000028150	WBGene00008630	0
ENSMUSG00000028150	WBGene00003723	0
ENSMUSG00000028150	WBGene00018415	0
ENSMUSG00000028150	WBGene00018622	0
ENSMUSG00000028150	WBGene00012446	0
ENSMUSG00000028150	WBGene00003655	0
ENSMUSG00000028150	WBGene00013584	0
ENSMUSG00000028150	WBGene00015901	0
ENSMUSG00000028150	WBGene00015900	0
ENSMUSG00000028150	WBGene00015902	0
ENSMUSG00000028150	WBGene00018539	0
ENSMUSG00000028150	WBGene00003680	0
ENSMUSG00000028150	WBGene00010215	0
ENSMUSG00000028150	WBGene00003722	0
ENSMUSG00000028150	WBGene00006790	0
ENSMUSG00000028150	WBGene00021522	0
ENSMUSG00000028150	WBGene00020062	0
ENSMUSG00000028150	WBGene00003693	0
ENSMUSG00000028150	WBGene00003617	0
ENSMUSG00000028150	WBGene00003716	0
ENSMUSG00000028150	WBGene00003718	0
ENSMUSG00000028150	WBGene00003724	0
ENSMUSG00000028150	WBGene00003686	0
ENSMUSG00000028150	WBGene00003712	0
ENSMUSG00000028150	WBGene00003677	0
ENSMUSG00000028150	WBGene00003694	0
ENSMUSG00000028150	WBGene00011520	0
ENSMUSG00000028150	WBGene00003692	0
ENSMUSG00000028150	WBGene00011750	0
ENSMUSG00000028150	WBGene00020385	0
ENSMUSG00000028150	WBGene00014189	0
ENSMUSG00000028150	WBGene00003663	0
ENSMUSG00000028150	WBGene00003671	0
ENSMUSG00000028150	WBGene00003672	0
ENSMUSG00000028150	WBGene00010410	0
ENSMUSG00000028150	WBGene00008778	0
ENSMUSG00000028150	WBGene00003662	0
ENSMUSG00000028150	WBGene00003667	0
ENSMUSG00000028150	WBGene00008474	0
ENSMUSG00000028150	WBGene00008289	0
ENSMUSG00000028150	WBGene00008056	0
ENSMUSG00000028150	WBGene00011651	0
ENSMUSG00000028150	WBGene00009608	0
ENSMUSG00000028150	WBGene00008158	0
ENSMUSG00000028150	WBGene00016233	0
ENSMUSG00000028150	WBGene00022756	0
ENSMUSG00000028150	WBGene00015758	0
ENSMUSG00000028150	WBGene00001062	0
ENSMUSG00000028150	WBGene00022726	0
ENSMUSG00000028150	WBGene00012596	0
ENSMUSG00000028150	WBGene00003714	0
ENSMUSG00000028150	WBGene00016772	0
ENSMUSG00000028150	WBGene00003658	0
ENSMUSG00000028150	WBGene00003704	0
ENSMUSG00000028150	WBGene00012703	0
ENSMUSG00000028150	WBGene00018412	0
ENSMUSG00000028150	WBGene00019742	0
ENSMUSG00000028150	WBGene00019741	0
ENSMUSG00000028150	WBGene00019743	0
ENSMUSG00000028150	WBGene00003688	0
ENSMUSG00000028150	WBGene00003713	0
ENSMUSG00000028150	WBGene00003689	0
ENSMUSG00000028150	WBGene00003645	0
ENSMUSG00000028150	WBGene00003720	0
ENSMUSG00000028150	WBGene00020153	0
ENSMUSG00000028150	WBGene00020152	0
ENSMUSG00000028150	WBGene00021163	0
ENSMUSG00000028150	WBGene00003649	0
ENSMUSG00000028150	WBGene00003721	0
ENSMUSG00000028150	WBGene00019115	0
ENSMUSG00000028150	WBGene00020555	0
ENSMUSG00000028150	WBGene00003634	0
ENSMUSG00000028150	WBGene00019116	0
ENSMUSG00000028150	WBGene00003707	0
ENSMUSG00000028150	WBGene00017503	0
ENSMUSG00000028150	WBGene00017512	0
ENSMUSG00000028150	WBGene00003700	0
ENSMUSG00000028150	WBGene00016364	0
ENSMUSG00000028150	WBGene00003684	0
ENSMUSG00000028150	WBGene00016091	0
ENSMUSG00000028150	WBGene00003717	0
ENSMUSG00000028150	WBGene00008309	0
ENSMUSG00000028150	WBGene00012449	0
ENSMUSG00000028150	WBGene00013067	0
ENSMUSG00000028150	WBGene00003644	0
ENSMUSG00000028150	WBGene00020460	0
ENSMUSG00000028150	WBGene00003615	0
ENSMUSG00000028150	WBGene00003699	0
ENSMUSG00000028150	WBGene00003676	0
ENSMUSG00000028150	WBGene00003601	0
ENSMUSG00000028150	WBGene00003611	0
ENSMUSG00000028150	WBGene00011002	0
ENSMUSG00000028150	WBGene00003622	0
ENSMUSG00000028150	WBGene00010604	0
ENSMUSG00000028150	WBGene00003643	0
ENSMUSG00000028150	WBGene00004786	0
ENSMUSG00000028150	WBGene00003624	0
ENSMUSG00000028150	WBGene00003682	0
ENSMUSG00000028150	WBGene00003660	0
ENSMUSG00000028150	WBGene00014193	0
ENSMUSG00000028150	WBGene00045515	0
ENSMUSG00000028150	WBGene00011150	0
ENSMUSG00000028150	WBGene00013940	0
ENSMUSG00000028150	WBGene00022097	0
ENSMUSG00000028150	WBGene00018189	0
ENSMUSG00000028150	WBGene00013483	0
ENSMUSG00000103064		
ENSMUSG00000006488		
ENSMUSG00000116300		
ENSMUSG00000074947		
ENSMUSG00000031298		
ENSMUSG00000048216		
ENSMUSG00000032849	WBGene00000477	0
ENSMUSG00000118433		
ENSMUSG00000117686		
ENSMUSG00000086588		
ENSMUSG00000114006		
ENSMUSG00000085003		
ENSMUSG00000024456	WBGene00021698	0
ENSMUSG00000024456	WBGene00018976	0
ENSMUSG00000024456	WBGene00021473	0
ENSMUSG00000024456	WBGene00019030	0
ENSMUSG00000024456	WBGene00016735	0
ENSMUSG00000024867		
ENSMUSG00000021501		
ENSMUSG00000115644		
ENSMUSG00000091553		
ENSMUSG00000081609		
ENSMUSG00000040209		
ENSMUSG00000117855		
ENSMUSG00000053898	WBGene00019022	1
ENSMUSG00000046215		
ENSMUSG00000102842		
ENSMUSG00000101110		
ENSMUSG00000103714		
ENSMUSG00000021814		
ENSMUSG00000025427	WBGene00012194	0
ENSMUSG00000103660		
ENSMUSG00000054459	WBGene00015867	0
ENSMUSG00000054459	WBGene00003564	0
ENSMUSG00000064125		
ENSMUSG00000090925		
ENSMUSG00000114403		
ENSMUSG00000108452		
ENSMUSG00000078963	WBGene00002002	0
ENSMUSG00000108551		
ENSMUSG00000074472		
ENSMUSG00000030779		
ENSMUSG00000052419		
ENSMUSG00000087440		
ENSMUSG00000037174		
ENSMUSG00000117567		
ENSMUSG00000042589	WBGene00000464	0
ENSMUSG00000075574		
ENSMUSG00000033855		
ENSMUSG00000110757		
ENSMUSG00000103982		
ENSMUSG00000083705		
ENSMUSG00000094606		
ENSMUSG00000105240		
ENSMUSG00000105193		
ENSMUSG00000047712		
ENSMUSG00000075573		
ENSMUSG00000015748	WBGene00010844	1
ENSMUSG00000027356	WBGene00006836	1
ENSMUSG00000029063		
ENSMUSG00000086805		
ENSMUSG00000074217		
ENSMUSG00000091937		
ENSMUSG00000103485		
ENSMUSG00000097365		
ENSMUSG00000091382		
ENSMUSG00000024936	WBGene00006674	0
ENSMUSG00000024936	WBGene00006675	0
ENSMUSG00000024936	WBGene00006685	0
ENSMUSG00000024936	WBGene00006686	0
ENSMUSG00000024936	WBGene00006680	0
ENSMUSG00000024936	WBGene00010784	0
ENSMUSG00000024936	WBGene00006695	0
ENSMUSG00000024936	WBGene00006679	0
ENSMUSG00000024936	WBGene00006696	0
ENSMUSG00000024936	WBGene00006661	0
ENSMUSG00000025357	WBGene00019428	0
ENSMUSG00000025357	WBGene00006483	0
ENSMUSG00000101634		
ENSMUSG00000102328		
ENSMUSG00000011832		
ENSMUSG00000117398		
ENSMUSG00000096327		
ENSMUSG00000097616		
ENSMUSG00000107562		
ENSMUSG00000024154	WBGene00004136	0
ENSMUSG00000107942		
ENSMUSG00000094695		
ENSMUSG00000111215		
ENSMUSG00000013662	WBGene00003183	0
ENSMUSG00000103487		
ENSMUSG00000093725		
ENSMUSG00000085979		
ENSMUSG00000101007		
ENSMUSG00000075572		
ENSMUSG00000055963		
ENSMUSG00000093996		
ENSMUSG00000000787		
ENSMUSG00000105391		
ENSMUSG00000104223		
ENSMUSG00000085803		
ENSMUSG00000114260		
ENSMUSG00000036098	WBGene00008999	0
ENSMUSG00000036098	WBGene00004134	0
ENSMUSG00000044505	WBGene00006366	0
ENSMUSG00000067010		
ENSMUSG00000104669		
ENSMUSG00000110149		
ENSMUSG00000110024		
ENSMUSG00000043432		
ENSMUSG00000092455		
ENSMUSG00000020534	WBGene00003214	1
ENSMUSG00000051355		
ENSMUSG00000109694		
ENSMUSG00000092090		
ENSMUSG00000103639		
ENSMUSG00000112363		
ENSMUSG00000080922		
ENSMUSG00000024107	WBGene00008239	0
ENSMUSG00000041718	WBGene00011193	1
ENSMUSG00000099570		
ENSMUSG00000075571		
ENSMUSG00000020946		
ENSMUSG00000030435	WBGene00006697	1
ENSMUSG00000114535		
ENSMUSG00000092626		
ENSMUSG00000054763		
ENSMUSG00000084081		
ENSMUSG00000056023		
ENSMUSG00000044068		
ENSMUSG00000082576		
ENSMUSG00000029649		
ENSMUSG00000098650		
ENSMUSG00000110303		
ENSMUSG00000025358		
ENSMUSG00000015981	WBGene00010838	0
ENSMUSG00000015981	WBGene00002192	0
ENSMUSG00000015981	WBGene00007047	0
ENSMUSG00000015981	WBGene00011992	0
ENSMUSG00000116007		
ENSMUSG00000051650	WBGene00000270	0
ENSMUSG00000051650	WBGene00017653	0
ENSMUSG00000051650	WBGene00007096	0
ENSMUSG00000035125	WBGene00009672	0
ENSMUSG00000062906	WBGene00001838	0
ENSMUSG00000113285		
ENSMUSG00000029816		
ENSMUSG00000113644		
ENSMUSG00000117566		
ENSMUSG00000113650		
ENSMUSG00000113885		
ENSMUSG00000006373	WBGene00006890	0
ENSMUSG00000030533	WBGene00006781	0
ENSMUSG00000114138		
ENSMUSG00000037773	WBGene00008418	0
ENSMUSG00000097841		
ENSMUSG00000085154		
ENSMUSG00000105795		
ENSMUSG00000047986		
ENSMUSG00000087386		
ENSMUSG00000115147		
ENSMUSG00000075486		
ENSMUSG00000021431		
ENSMUSG00000112490		
ENSMUSG00000114124		
ENSMUSG00000109796		
ENSMUSG00000025043		
ENSMUSG00000107079		
ENSMUSG00000102498		
ENSMUSG00000029679	WBGene00011923	0
ENSMUSG00000104283		
ENSMUSG00000021156		
ENSMUSG00000095234		
ENSMUSG00000109969	WBGene00022592	0
ENSMUSG00000115075		
ENSMUSG00000029650		
ENSMUSG00000100569		
ENSMUSG00000079597		
ENSMUSG00000118174		
ENSMUSG00000100809		
ENSMUSG00000083617		
ENSMUSG00000096442		
ENSMUSG00000099962		
ENSMUSG00000005465		
ENSMUSG00000082168		
ENSMUSG00000094669		
ENSMUSG00000093909		
ENSMUSG00000085079		
ENSMUSG00000031950	WBGene00002981	0
ENSMUSG00000059201		
ENSMUSG00000087564		
ENSMUSG00000095779		
ENSMUSG00000086233		
ENSMUSG00000094066		
ENSMUSG00000085679		
ENSMUSG00000041308	WBGene00006062	1
ENSMUSG00000095258		
ENSMUSG00000037410		
ENSMUSG00000015488	WBGene00008973	1
ENSMUSG00000041216		
ENSMUSG00000015980		
ENSMUSG00000116872		
ENSMUSG00000100186		
ENSMUSG00000078097		
ENSMUSG00000000384	WBGene00007207	0
ENSMUSG00000113356		
ENSMUSG00000030045	WBGene00022470	1
ENSMUSG00000094733		
ENSMUSG00000100004		
ENSMUSG00000113242		
ENSMUSG00000085565		
ENSMUSG00000037424		
ENSMUSG00000095620		
ENSMUSG00000026147		
ENSMUSG00000113478		
ENSMUSG00000112981		
ENSMUSG00000093545		
ENSMUSG00000040877		
ENSMUSG00000113506		
ENSMUSG00000113915		
ENSMUSG00000113123		
ENSMUSG00000095261		
ENSMUSG00000113958		
ENSMUSG00000117247		
ENSMUSG00000001280		
ENSMUSG00000055471		
ENSMUSG00000101952		
ENSMUSG00000032363		
ENSMUSG00000059708	WBGene00000854	0
ENSMUSG00000048480		
ENSMUSG00000086567		
ENSMUSG00000085464		
ENSMUSG00000026279	WBGene00008993	0
ENSMUSG00000052681		
ENSMUSG00000025359		
ENSMUSG00000115437		
ENSMUSG00000022814	WBGene00011559	0
ENSMUSG00000040414		
ENSMUSG00000086794		
ENSMUSG00000117046		
ENSMUSG00000084960		
ENSMUSG00000117126		
ENSMUSG00000097925		
ENSMUSG00000055045		
ENSMUSG00000102248		
ENSMUSG00000028207	WBGene00010703	0
ENSMUSG00000098193		
ENSMUSG00000026604		
ENSMUSG00000086773		
ENSMUSG00000086083		
ENSMUSG00000034584		
ENSMUSG00000117979		
ENSMUSG00000096596		
ENSMUSG00000045636		
ENSMUSG00000085336		
ENSMUSG00000030108		
ENSMUSG00000022111	WBGene00006722	0
ENSMUSG00000022111	WBGene00006723	0
ENSMUSG00000022111	WBGene00006721	0
ENSMUSG00000045672		
ENSMUSG00000091269		
ENSMUSG00000110653		
ENSMUSG00000036570		
ENSMUSG00000118546		
ENSMUSG00000047180	WBGene00017342	0
ENSMUSG00000086227		
ENSMUSG00000069588		
ENSMUSG00000026280	WBGene00013595	1
ENSMUSG00000049323	WBGene00020095	0
ENSMUSG00000089811		
ENSMUSG00000089949		
ENSMUSG00000066554		
ENSMUSG00000078517	WBGene00019209	1
ENSMUSG00000104085		
ENSMUSG00000029651		
ENSMUSG00000022286	WBGene00001707	0
ENSMUSG00000108205		
ENSMUSG00000081327		
ENSMUSG00000102576		
ENSMUSG00000033356	WBGene00007101	0
ENSMUSG00000021087		
ENSMUSG00000085451		
ENSMUSG00000024050		
ENSMUSG00000081281		
ENSMUSG00000107403		
ENSMUSG00000103372		
ENSMUSG00000002496		
ENSMUSG00000102354		
ENSMUSG00000102906		
ENSMUSG00000107657		
ENSMUSG00000083328		
ENSMUSG00000081063		
ENSMUSG00000030670		
ENSMUSG00000037361	WBGene00016808	1
ENSMUSG00000021661		
ENSMUSG00000037447	WBGene00044689	0
ENSMUSG00000085419		
ENSMUSG00000050901		
ENSMUSG00000054418		
ENSMUSG00000019789		
ENSMUSG00000033955		
ENSMUSG00000116852		
ENSMUSG00000110411		
ENSMUSG00000084954		
ENSMUSG00000086478		
ENSMUSG00000103813		
ENSMUSG00000105810		
ENSMUSG00000084393		
ENSMUSG00000068732	WBGene00303023	1
ENSMUSG00000020719		
ENSMUSG00000040770	WBGene00009108	0
ENSMUSG00000109665		
ENSMUSG00000050737		
ENSMUSG00000083576		
ENSMUSG00000055609	WBGene00077763	0
ENSMUSG00000055609	WBGene00008996	0
ENSMUSG00000082940		
ENSMUSG00000031626	WBGene00015128	0
ENSMUSG00000104039		
ENSMUSG00000095484		
ENSMUSG00000103390		
ENSMUSG00000074088	WBGene00015974	1
ENSMUSG00000074088	WBGene00008586	1
ENSMUSG00000031156	WBGene00022577	1
ENSMUSG00000031156	WBGene00019451	1
ENSMUSG00000031156	WBGene00014139	1
ENSMUSG00000031156	WBGene00005153	1
ENSMUSG00000031156	WBGene00018414	1
ENSMUSG00000031156	WBGene00015038	1
ENSMUSG00000026347		
ENSMUSG00000057982		
ENSMUSG00000002320		
ENSMUSG00000107889		
ENSMUSG00000069919	WBGene00077763	0
ENSMUSG00000069919	WBGene00008996	0
ENSMUSG00000108149		
ENSMUSG00000089804		
ENSMUSG00000030894		
ENSMUSG00000111424		
ENSMUSG00000096654		
ENSMUSG00000028689		
ENSMUSG00000083293		
ENSMUSG00000084143		
ENSMUSG00000115799		
ENSMUSG00000048100	WBGene00006397	1
ENSMUSG00000038206	WBGene00008685	0
ENSMUSG00000081575		
ENSMUSG00000041731	WBGene00019890	0
ENSMUSG00000041731	WBGene00013690	0
ENSMUSG00000020460	WBGene00010654	0
ENSMUSG00000020460	WBGene00009378	0
ENSMUSG00000020460	WBGene00006725	0
ENSMUSG00000073486		
ENSMUSG00000081078		
ENSMUSG00000018339	WBGene00007517	0
ENSMUSG00000018339	WBGene00007516	0
ENSMUSG00000018339	WBGene00022377	0
ENSMUSG00000018339	WBGene00018850	0
ENSMUSG00000018339	WBGene00011045	0
ENSMUSG00000048721		
ENSMUSG00000026491		
ENSMUSG00000110918		
ENSMUSG00000073063	WBGene00077763	0
ENSMUSG00000073063	WBGene00008996	0
ENSMUSG00000081096		
ENSMUSG00000082388		
ENSMUSG00000111778		
ENSMUSG00000001383		
ENSMUSG00000020340	WBGene00001579	1
ENSMUSG00000109136		
ENSMUSG00000048572		
ENSMUSG00000002980		
ENSMUSG00000113927		
ENSMUSG00000033854	WBGene00006674	0
ENSMUSG00000033854	WBGene00006675	0
ENSMUSG00000033854	WBGene00006685	0
ENSMUSG00000033854	WBGene00006686	0
ENSMUSG00000033854	WBGene00006695	0
ENSMUSG00000033854	WBGene00006679	0
ENSMUSG00000033854	WBGene00006696	0
ENSMUSG00000033854	WBGene00006661	0
ENSMUSG00000097950		
ENSMUSG00000030605		
ENSMUSG00000117934		
ENSMUSG00000097304		
ENSMUSG00000108396		
ENSMUSG00000099471		
ENSMUSG00000107758		
ENSMUSG00000106441		
ENSMUSG00000036155	WBGene00001627	1
ENSMUSG00000106621		
ENSMUSG00000105252		
ENSMUSG00000020461	WBGene00011867	0
ENSMUSG00000110318		
ENSMUSG00000105099		
ENSMUSG00000083689		
ENSMUSG00000106461		
ENSMUSG00000021270	WBGene00000915	1
ENSMUSG00000087457		
ENSMUSG00000023802		
ENSMUSG00000052707		
ENSMUSG00000079536		
ENSMUSG00000111526		
ENSMUSG00000115253		
ENSMUSG00000019848		
ENSMUSG00000082707		
ENSMUSG00000093398		
ENSMUSG00000083283		
ENSMUSG00000104200		
ENSMUSG00000115070		
ENSMUSG00000015994	WBGene00019823	1
ENSMUSG00000001247		
ENSMUSG00000090088		
ENSMUSG00000107627		
ENSMUSG00000022297		
ENSMUSG00000029798		
ENSMUSG00000105219		
ENSMUSG00000105359		
ENSMUSG00000028688	WBGene00013265	1
ENSMUSG00000113613		
ENSMUSG00000054932		
ENSMUSG00000104378		
ENSMUSG00000113151		
ENSMUSG00000031913	WBGene00003183	0
ENSMUSG00000107727		
ENSMUSG00000029814	WBGene00010908	0
ENSMUSG00000029814	WBGene00013347	0
ENSMUSG00000029814	WBGene00019692	0
ENSMUSG00000029814	WBGene00016489	0
ENSMUSG00000029814	WBGene00003978	0
ENSMUSG00000103135		
ENSMUSG00000027599		
ENSMUSG00000109722		
ENSMUSG00000086022		
ENSMUSG00000097226		
ENSMUSG00000023795		
ENSMUSG00000107033		
ENSMUSG00000066363		
ENSMUSG00000069917	WBGene00077763	0
ENSMUSG00000069917	WBGene00008996	0
ENSMUSG00000093533		
ENSMUSG00000097875		
ENSMUSG00000029680	WBGene00011923	1
ENSMUSG00000039770	WBGene00015250	0
ENSMUSG00000039770	WBGene00015251	1
ENSMUSG00000108968		
ENSMUSG00000074783		
ENSMUSG00000109502		
ENSMUSG00000046058		
ENSMUSG00000081445		
ENSMUSG00000020295	WBGene00077763	0
ENSMUSG00000020295	WBGene00008996	0
ENSMUSG00000087236	WBGene00006874	0
ENSMUSG00000037826	WBGene00001412	0
ENSMUSG00000084089		
ENSMUSG00000071562		
ENSMUSG00000040824	WBGene00004917	0
ENSMUSG00000070705		
ENSMUSG00000111396		
ENSMUSG00000051003		
ENSMUSG00000080916		
ENSMUSG00000095141		
ENSMUSG00000035505		
ENSMUSG00000039684		
ENSMUSG00000078931		
ENSMUSG00000113865		
ENSMUSG00000038058		
ENSMUSG00000040711		
ENSMUSG00000031949	WBGene00008397	0
ENSMUSG00000031949	WBGene00000079	0
ENSMUSG00000107990		
ENSMUSG00000108112		
ENSMUSG00000110230		
ENSMUSG00000029815		
ENSMUSG00000109814		
ENSMUSG00000113787		
ENSMUSG00000113226		
ENSMUSG00000031916	WBGene00019820	0
ENSMUSG00000106788		
ENSMUSG00000093535		
ENSMUSG00000058685		
ENSMUSG00000028464	WBGene00002978	1
ENSMUSG00000063514		
ENSMUSG00000114799		
ENSMUSG00000083768		
ENSMUSG00000114525		
ENSMUSG00000108039		
ENSMUSG00000082447		
ENSMUSG00000114861		
ENSMUSG00000116587		
ENSMUSG00000024063		
ENSMUSG00000018486	WBGene00000857	0
ENSMUSG00000018486	WBGene00000858	0
ENSMUSG00000018486	WBGene00003029	0
ENSMUSG00000101862		
ENSMUSG00000042109		
ENSMUSG00000026848	WBGene00006598	1
ENSMUSG00000026848	WBGene00003870	1
ENSMUSG00000026848	WBGene00006597	1
ENSMUSG00000041481		
ENSMUSG00000025404		
ENSMUSG00000106002		
ENSMUSG00000116670		
ENSMUSG00000105943		
ENSMUSG00000106008		
ENSMUSG00000085246		
ENSMUSG00000093776		
ENSMUSG00000106485		
ENSMUSG00000029682	WBGene00011923	0
ENSMUSG00000034154		
ENSMUSG00000073551		
ENSMUSG00000084411		
ENSMUSG00000106201		
ENSMUSG00000105516		
ENSMUSG00000069769	WBGene00003423	0
ENSMUSG00000117096		
ENSMUSG00000081492		
ENSMUSG00000078686		
ENSMUSG00000081255		
ENSMUSG00000054469	WBGene00022646	1
ENSMUSG00000054469	WBGene00044631	1
ENSMUSG00000054469	WBGene00020264	1
ENSMUSG00000041449		
ENSMUSG00000101910		
ENSMUSG00000081520		
ENSMUSG00000047197		
ENSMUSG00000006731		
ENSMUSG00000111974		
ENSMUSG00000083734		
ENSMUSG00000112788		
ENSMUSG00000033985		
ENSMUSG00000032937	WBGene00008239	0
ENSMUSG00000039676		
ENSMUSG00000044176		
ENSMUSG00000055172		
ENSMUSG00000104412		
ENSMUSG00000039050		
ENSMUSG00000104321		
ENSMUSG00000117364		
ENSMUSG00000103892		
ENSMUSG00000117524		
ENSMUSG00000081206		
ENSMUSG00000042717	WBGene00019211	0
ENSMUSG00000024290	WBGene00002694	1
ENSMUSG00000028274	WBGene00000466	1
ENSMUSG00000117511		
ENSMUSG00000083416		
ENSMUSG00000066878		
ENSMUSG00000117635		
ENSMUSG00000112158		
ENSMUSG00000081662		
ENSMUSG00000084149		
ENSMUSG00000080914		
ENSMUSG00000112413		
ENSMUSG00000111666		
ENSMUSG00000043872		
ENSMUSG00000113013		
ENSMUSG00000099366		
ENSMUSG00000080818		
ENSMUSG00000101938		
ENSMUSG00000024774	WBGene00011240	0
ENSMUSG00000024774	WBGene00011423	0
ENSMUSG00000103969		
ENSMUSG00000100579		
ENSMUSG00000085066		
ENSMUSG00000049685		
ENSMUSG00000100663		
ENSMUSG00000043715		
ENSMUSG00000099512		
ENSMUSG00000102339		
ENSMUSG00000103547		
ENSMUSG00000102076		
ENSMUSG00000113330		
ENSMUSG00000093565		
ENSMUSG00000113275		
ENSMUSG00000099406		
ENSMUSG00000053964	WBGene00002266	0
ENSMUSG00000053964	WBGene00002264	0
ENSMUSG00000053964	WBGene00002269	0
ENSMUSG00000053964	WBGene00002270	0
ENSMUSG00000053964	WBGene00002271	0
ENSMUSG00000053964	WBGene00018255	0
ENSMUSG00000053964	WBGene00004165	0
ENSMUSG00000118411		
ENSMUSG00000035203	WBGene00001329	0
ENSMUSG00000056904		
ENSMUSG00000094217		
ENSMUSG00000044949		
ENSMUSG00000103938		
ENSMUSG00000100568		
ENSMUSG00000116816		
ENSMUSG00000051228		
ENSMUSG00000102814		
ENSMUSG00000056078	WBGene00020016	0
ENSMUSG00000056078	WBGene00022642	0
ENSMUSG00000056078	WBGene00010062	0
ENSMUSG00000056078	WBGene00009773	0
ENSMUSG00000056078	WBGene00021963	0
ENSMUSG00000098630		
ENSMUSG00000040441	WBGene00018283	0
ENSMUSG00000040441	WBGene00020914	0
ENSMUSG00000040441	WBGene00012259	1
ENSMUSG00000040441	WBGene00013963	1
ENSMUSG00000040441	WBGene00010788	1
ENSMUSG00000040441	WBGene00010789	1
ENSMUSG00000040441	WBGene00017464	0
ENSMUSG00000111210		
ENSMUSG00000104286		
ENSMUSG00000038305	WBGene00022114	0
ENSMUSG00000112258		
ENSMUSG00000102568		
ENSMUSG00000116897		
ENSMUSG00000112993		
ENSMUSG00000114107		
ENSMUSG00000079594		
ENSMUSG00000101608		
ENSMUSG00000078377		
ENSMUSG00000111960		
ENSMUSG00000102406		
ENSMUSG00000037636		
ENSMUSG00000003402	WBGene00014249	0
ENSMUSG00000078685		
ENSMUSG00000000381	WBGene00015620	0
ENSMUSG00000044864	WBGene00012124	0
ENSMUSG00000046750		
ENSMUSG00000071561		
ENSMUSG00000108945		
ENSMUSG00000109319		
ENSMUSG00000033597		
ENSMUSG00000108974		
ENSMUSG00000028886	WBGene00001377	0
ENSMUSG00000042810		
