Gene stable ID	Human gene stable ID	Human orthology confidence [0 low, 1 high]
ENSMUSG00000105441		
ENSMUSG00000048307	ENSG00000186106	1
ENSMUSG00000098073		
ENSMUSG00000117554		
ENSMUSG00000117626		
ENSMUSG00000117465		
ENSMUSG00000087521		
ENSMUSG00000097946		
ENSMUSG00000059252		
ENSMUSG00000109859	ENSG00000204880	0
ENSMUSG00000109859	ENSG00000212722	0
ENSMUSG00000109859	ENSG00000212721	0
ENSMUSG00000109859	ENSG00000241241	0
ENSMUSG00000109859	ENSG00000171396	0
ENSMUSG00000109859	ENSG00000188155	0
ENSMUSG00000109859	ENSG00000221837	0
ENSMUSG00000109859	ENSG00000212659	0
ENSMUSG00000109859	ENSG00000198083	0
ENSMUSG00000109859	ENSG00000204873	0
ENSMUSG00000109859	ENSG00000239886	0
ENSMUSG00000109859	ENSG00000187272	0
ENSMUSG00000109859	ENSG00000180386	0
ENSMUSG00000109859	ENSG00000241595	0
ENSMUSG00000109859	ENSG00000244537	0
ENSMUSG00000109859	ENSG00000198443	0
ENSMUSG00000109859	ENSG00000215455	0
ENSMUSG00000109859	ENSG00000212935	0
ENSMUSG00000109859	ENSG00000241123	0
ENSMUSG00000109859	ENSG00000240542	0
ENSMUSG00000109859	ENSG00000215454	0
ENSMUSG00000109859	ENSG00000243489	0
ENSMUSG00000109859	ENSG00000212725	0
ENSMUSG00000109859	ENSG00000214518	0
ENSMUSG00000109859	ENSG00000213417	0
ENSMUSG00000109859	ENSG00000212724	0
ENSMUSG00000109859	ENSG00000198271	0
ENSMUSG00000046034	ENSG00000154124	1
ENSMUSG00000109592		
ENSMUSG00000061165	ENSG00000196119	1
ENSMUSG00000109958		
ENSMUSG00000107105		
ENSMUSG00000037887	ENSG00000184545	1
ENSMUSG00000037034	ENSG00000125813	1
ENSMUSG00000039156	ENSG00000109689	1
ENSMUSG00000104014		
ENSMUSG00000110526	ENSG00000196119	1
ENSMUSG00000093446		
ENSMUSG00000029283	ENSG00000097046	1
ENSMUSG00000085929		
ENSMUSG00000050663	ENSG00000072657	1
ENSMUSG00000016283		
ENSMUSG00000115543		
ENSMUSG00000115568		
ENSMUSG00000022265	ENSG00000154122	1
ENSMUSG00000071748	ENSG00000198252	0
ENSMUSG00000078618		
ENSMUSG00000029449	ENSG00000139725	1
ENSMUSG00000006134	ENSG00000099942	1
ENSMUSG00000105181		
ENSMUSG00000003458	ENSG00000162736	1
ENSMUSG00000081703		
ENSMUSG00000082600		
ENSMUSG00000028378	ENSG00000106853	1
ENSMUSG00000050577	ENSG00000279961	1
ENSMUSG00000105895		
ENSMUSG00000056383		
ENSMUSG00000029465	ENSG00000111229	1
ENSMUSG00000035069	ENSG00000162600	1
ENSMUSG00000040907	ENSG00000105409	1
ENSMUSG00000040907	ENSG00000285505	1
ENSMUSG00000101761		
ENSMUSG00000038429	ENSG00000111667	1
ENSMUSG00000114763	ENSG00000083223	0
ENSMUSG00000099493		
ENSMUSG00000044792	ENSG00000135070	1
ENSMUSG00000108312		
ENSMUSG00000091864		
ENSMUSG00000026770	ENSG00000134460	1
ENSMUSG00000111382		
ENSMUSG00000083500		
ENSMUSG00000114917		
ENSMUSG00000066537		
ENSMUSG00000041444	ENSG00000134909	1
ENSMUSG00000030674	ENSG00000103485	1
ENSMUSG00000104951		
ENSMUSG00000059811	ENSG00000119787	1
ENSMUSG00000054434	ENSG00000188735	1
ENSMUSG00000092592		
ENSMUSG00000074166		
ENSMUSG00000084865		
ENSMUSG00000019528	ENSG00000163754	1
ENSMUSG00000089934		
ENSMUSG00000037780		
ENSMUSG00000000916	ENSG00000130305	1
ENSMUSG00000089875		
ENSMUSG00000103115		
ENSMUSG00000095957	ENSG00000170920	0
ENSMUSG00000082511		
ENSMUSG00000082567		
ENSMUSG00000084031		
ENSMUSG00000006576	ENSG00000114923	1
ENSMUSG00000066914		
ENSMUSG00000066912		
ENSMUSG00000051457	ENSG00000197471	0
ENSMUSG00000035248	ENSG00000083223	1
ENSMUSG00000076535		
ENSMUSG00000049287	ENSG00000181873	1
ENSMUSG00000026547	ENSG00000158710	1
ENSMUSG00000095525	ENSG00000170920	1
ENSMUSG00000020548		
ENSMUSG00000110565		
ENSMUSG00000108362		
ENSMUSG00000108717		
ENSMUSG00000083417		
ENSMUSG00000104101		
ENSMUSG00000097858		
ENSMUSG00000020549	ENSG00000006744	1
ENSMUSG00000068014		
ENSMUSG00000109719		
ENSMUSG00000037171	ENSG00000156574	1
ENSMUSG00000097262		
ENSMUSG00000096777		
ENSMUSG00000109589		
ENSMUSG00000100739		
ENSMUSG00000020669	ENSG00000035115	1
ENSMUSG00000031488	ENSG00000156675	1
ENSMUSG00000106124		
ENSMUSG00000105671		
ENSMUSG00000043448	ENSG00000198835	1
ENSMUSG00000020393	ENSG00000183762	1
ENSMUSG00000004591	ENSG00000065243	1
ENSMUSG00000029797	ENSG00000197558	1
ENSMUSG00000105630		
ENSMUSG00000116102		
ENSMUSG00000112229		
ENSMUSG00000031963	ENSG00000164619	1
ENSMUSG00000020091	ENSG00000148730	1
ENSMUSG00000053293	ENSG00000272391	1
ENSMUSG00000053293	ENSG00000196313	1
ENSMUSG00000103380		
ENSMUSG00000105999		
ENSMUSG00000102779		
ENSMUSG00000100595		
ENSMUSG00000116304		
ENSMUSG00000117458		
ENSMUSG00000036083	ENSG00000124564	1
ENSMUSG00000117415		
ENSMUSG00000047720	ENSG00000205810	0
ENSMUSG00000047720	ENSG00000255641	0
ENSMUSG00000047720	ENSG00000205809	0
ENSMUSG00000047720	ENSG00000183542	0
ENSMUSG00000047720	ENSG00000255819	0
ENSMUSG00000047720	ENSG00000134545	0
ENSMUSG00000094898		
ENSMUSG00000099539		
ENSMUSG00000105267		
ENSMUSG00000116406		
ENSMUSG00000081717		
ENSMUSG00000095345		
ENSMUSG00000042761	ENSG00000135324	1
ENSMUSG00000090225		
ENSMUSG00000025002		
ENSMUSG00000100709		
ENSMUSG00000105779		
ENSMUSG00000080697		
ENSMUSG00000105190		
ENSMUSG00000110323		
ENSMUSG00000075524		
ENSMUSG00000038797	ENSG00000176371	1
ENSMUSG00000118486		
ENSMUSG00000105125		
ENSMUSG00000095968		
ENSMUSG00000105425		
ENSMUSG00000095866		
ENSMUSG00000081495		
ENSMUSG00000104816		
ENSMUSG00000048620		
ENSMUSG00000070335		
ENSMUSG00000031633	ENSG00000151729	1
ENSMUSG00000103262		
ENSMUSG00000097426		
ENSMUSG00000102095		
ENSMUSG00000101779		
ENSMUSG00000094379		
ENSMUSG00000075528	ENSG00000266967	1
ENSMUSG00000075528	ENSG00000108825	1
ENSMUSG00000059845		
ENSMUSG00000105685		
ENSMUSG00000013921	ENSG00000105270	1
ENSMUSG00000095285	ENSG00000211938	0
ENSMUSG00000094529		
ENSMUSG00000085188		
ENSMUSG00000082993		
ENSMUSG00000101745		
ENSMUSG00000075204	ENSG00000272987	0
ENSMUSG00000104278		
ENSMUSG00000027198	ENSG00000151348	1
ENSMUSG00000114212		
ENSMUSG00000050052	ENSG00000180190	1
ENSMUSG00000028948	ENSG00000162408	1
ENSMUSG00000102182		
ENSMUSG00000105987		
ENSMUSG00000114943		
ENSMUSG00000041974	ENSG00000164808	1
ENSMUSG00000081307		
ENSMUSG00000024095	ENSG00000143889	1
ENSMUSG00000082574	ENSG00000176567	1
ENSMUSG00000087301		
ENSMUSG00000022545	ENSG00000175595	1
ENSMUSG00000054263	ENSG00000113594	1
ENSMUSG00000096498		
ENSMUSG00000038055	ENSG00000182108	1
ENSMUSG00000090894	ENSG00000243729	1
ENSMUSG00000080855		
ENSMUSG00000015090	ENSG00000284341	1
ENSMUSG00000015090	ENSG00000107317	1
ENSMUSG00000107528		
ENSMUSG00000114694		
ENSMUSG00000116764		
ENSMUSG00000114582		
ENSMUSG00000051146	ENSG00000163888	1
ENSMUSG00000103185		
ENSMUSG00000060450	ENSG00000013561	1
ENSMUSG00000105889		
ENSMUSG00000018287	ENSG00000091640	1
ENSMUSG00000114591		
ENSMUSG00000035007	ENSG00000198863	1
ENSMUSG00000104595		
ENSMUSG00000063328		
ENSMUSG00000039628	ENSG00000162040	1
ENSMUSG00000033222	ENSG00000116830	1
ENSMUSG00000049649	ENSG00000181773	1
ENSMUSG00000027575	ENSG00000101199	1
ENSMUSG00000054764	ENSG00000168412	1
ENSMUSG00000115100		
ENSMUSG00000112255		
ENSMUSG00000112080		
ENSMUSG00000022892	ENSG00000142192	1
ENSMUSG00000106326		
ENSMUSG00000028865	ENSG00000174950	1
ENSMUSG00000112058		
ENSMUSG00000113366		
ENSMUSG00000028979	ENSG00000009724	1
ENSMUSG00000083676		
ENSMUSG00000117379		
ENSMUSG00000096055	ENSG00000211798	1
ENSMUSG00000037151	ENSG00000172731	1
ENSMUSG00000104739		
ENSMUSG00000097487	ENSG00000267060	1
ENSMUSG00000104560		
ENSMUSG00000100954		
ENSMUSG00000105291		
ENSMUSG00000110260		
ENSMUSG00000105693		
ENSMUSG00000023150	ENSG00000116679	1
ENSMUSG00000110231		
ENSMUSG00000110058		
ENSMUSG00000114835		
ENSMUSG00000060012	ENSG00000197892	1
ENSMUSG00000043126		
ENSMUSG00000104892		
ENSMUSG00000112710		
ENSMUSG00000104629	ENSG00000211802	0
ENSMUSG00000079544		
ENSMUSG00000052557	ENSG00000261609	1
ENSMUSG00000096827	ENSG00000211803	0
ENSMUSG00000105194		
ENSMUSG00000025153	ENSG00000169710	1
ENSMUSG00000094413		
ENSMUSG00000025950	ENSG00000138413	1
ENSMUSG00000074480	ENSG00000254726	1
ENSMUSG00000048764	ENSG00000198092	1
ENSMUSG00000079963		
ENSMUSG00000105049		
ENSMUSG00000108151		
ENSMUSG00000029108	ENSG00000169851	1
ENSMUSG00000008601	ENSG00000132698	1
ENSMUSG00000107558		
ENSMUSG00000075203	ENSG00000272987	0
ENSMUSG00000055866	ENSG00000132326	1
ENSMUSG00000055882	ENSG00000183260	1
ENSMUSG00000034932	ENSG00000183617	1
ENSMUSG00000117518		
ENSMUSG00000103424		
ENSMUSG00000102830		
ENSMUSG00000045238		
ENSMUSG00000099413		
ENSMUSG00000104351		
ENSMUSG00000035473	ENSG00000143891	1
ENSMUSG00000097691		
ENSMUSG00000111883		
ENSMUSG00000050963	ENSG00000156486	1
ENSMUSG00000035456	ENSG00000152784	1
ENSMUSG00000041986	ENSG00000110675	1
ENSMUSG00000069430		
ENSMUSG00000041219	ENSG00000198826	1
ENSMUSG00000105050		
ENSMUSG00000106646		
ENSMUSG00000061937		
ENSMUSG00000105079		
ENSMUSG00000106517		
ENSMUSG00000097239	ENSG00000266967	1
ENSMUSG00000097239	ENSG00000108825	1
ENSMUSG00000104709		
ENSMUSG00000023505	ENSG00000111665	1
ENSMUSG00000104924		
ENSMUSG00000105070		
ENSMUSG00000104871		
ENSMUSG00000056815		
ENSMUSG00000105637		
ENSMUSG00000093813	ENSG00000211787	1
ENSMUSG00000093813	ENSG00000211782	0
ENSMUSG00000104821		
ENSMUSG00000105431		
ENSMUSG00000097216		
ENSMUSG00000095572		
ENSMUSG00000101741		
ENSMUSG00000015656		
ENSMUSG00000082228		
ENSMUSG00000105877		
ENSMUSG00000051116		
ENSMUSG00000116385		
ENSMUSG00000091947		
ENSMUSG00000106337		
ENSMUSG00000071637	ENSG00000221869	1
ENSMUSG00000103959		
ENSMUSG00000091803	ENSG00000133983	1
ENSMUSG00000105940		
ENSMUSG00000104564		
ENSMUSG00000111041		
ENSMUSG00000086245		
ENSMUSG00000036054	ENSG00000064607	1
ENSMUSG00000034928	ENSG00000146083	1
ENSMUSG00000110829		
ENSMUSG00000109982		
ENSMUSG00000111572		
ENSMUSG00000040350	ENSG00000146054	1
ENSMUSG00000051978	ENSG00000104714	0
ENSMUSG00000018882	ENSG00000278845	1
ENSMUSG00000056919	ENSG00000135315	1
ENSMUSG00000082000		
ENSMUSG00000074771	ENSG00000132623	1
ENSMUSG00000027108	ENSG00000138430	1
ENSMUSG00000034243	ENSG00000173230	1
ENSMUSG00000063350	ENSG00000170953	1
ENSMUSG00000081958		
ENSMUSG00000113563		
ENSMUSG00000037134	ENSG00000164169	1
ENSMUSG00000104838		
ENSMUSG00000033628	ENSG00000078142	1
ENSMUSG00000040310	ENSG00000052850	1
ENSMUSG00000078154	ENSG00000111328	0
ENSMUSG00000107461		
ENSMUSG00000072872	ENSG00000163602	1
ENSMUSG00000100241	ENSG00000187714	1
ENSMUSG00000111098		
ENSMUSG00000110889		
ENSMUSG00000038679	ENSG00000104447	1
ENSMUSG00000113573		
ENSMUSG00000021919	ENSG00000070748	1
ENSMUSG00000113463		
ENSMUSG00000083935		
ENSMUSG00000046922	ENSG00000146360	1
ENSMUSG00000051985	ENSG00000163395	0
ENSMUSG00000033389	ENSG00000006740	1
ENSMUSG00000111576		
ENSMUSG00000081353		
ENSMUSG00000108269		
ENSMUSG00000027637	ENSG00000259399	1
ENSMUSG00000107690		
ENSMUSG00000106157		
ENSMUSG00000087688		
ENSMUSG00000105508		
ENSMUSG00000082926		
ENSMUSG00000069289		
ENSMUSG00000086676		
ENSMUSG00000005625	ENSG00000159352	1
ENSMUSG00000001943	ENSG00000019102	1
ENSMUSG00000031189	ENSG00000155966	1
ENSMUSG00000051041	ENSG00000183801	0
ENSMUSG00000105401		
ENSMUSG00000116908		
ENSMUSG00000116795		
ENSMUSG00000109787		
ENSMUSG00000084834		
ENSMUSG00000027636	ENSG00000101082	1
ENSMUSG00000044801		
ENSMUSG00000058628	ENSG00000170953	1
ENSMUSG00000024097	ENSG00000115875	1
ENSMUSG00000026694	ENSG00000010165	1
ENSMUSG00000112546		
ENSMUSG00000111338		
ENSMUSG00000070334		
ENSMUSG00000112016		
ENSMUSG00000111379		
ENSMUSG00000074345	ENSG00000183578	1
ENSMUSG00000038425	ENSG00000101751	1
ENSMUSG00000031022	ENSG00000176029	1
ENSMUSG00000029833	ENSG00000122779	1
ENSMUSG00000110854		
ENSMUSG00000117634		
ENSMUSG00000002343	ENSG00000105676	1
ENSMUSG00000041238	ENSG00000101773	1
ENSMUSG00000048703		
ENSMUSG00000024055	ENSG00000186526	0
ENSMUSG00000090935	ENSG00000213463	1
ENSMUSG00000063374		
ENSMUSG00000024795	ENSG00000138182	1
ENSMUSG00000086505		
ENSMUSG00000023110	ENSG00000100462	1
ENSMUSG00000031023	ENSG00000166452	1
ENSMUSG00000076536		
ENSMUSG00000080941		
ENSMUSG00000111587		
ENSMUSG00000067231		
ENSMUSG00000075104	ENSG00000181939	0
ENSMUSG00000046879	ENSG00000237693	0
ENSMUSG00000105531		
ENSMUSG00000104604		
ENSMUSG00000027488	ENSG00000101400	1
ENSMUSG00000021795	ENSG00000133661	1
ENSMUSG00000020251	ENSG00000120820	1
ENSMUSG00000021139	ENSG00000258644	1
ENSMUSG00000114054		
ENSMUSG00000028495	ENSG00000137154	1
ENSMUSG00000025137	ENSG00000185813	1
ENSMUSG00000006998	ENSG00000175166	1
ENSMUSG00000107964		
ENSMUSG00000042428	ENSG00000128268	1
ENSMUSG00000035983		
ENSMUSG00000029499	ENSG00000176894	1
ENSMUSG00000110848		
ENSMUSG00000025469		
ENSMUSG00000085816		
ENSMUSG00000087281		
ENSMUSG00000106971		
ENSMUSG00000086479		
ENSMUSG00000029084	ENSG00000004468	1
ENSMUSG00000113181		
ENSMUSG00000097794		
ENSMUSG00000001627	ENSG00000006652	1
ENSMUSG00000111802		
ENSMUSG00000111477		
ENSMUSG00000099478		
ENSMUSG00000067224		
ENSMUSG00000025290		
ENSMUSG00000049246		
ENSMUSG00000074219		
ENSMUSG00000091587		
ENSMUSG00000072974		
ENSMUSG00000072972		
ENSMUSG00000035232	ENSG00000067992	1
ENSMUSG00000029500	ENSG00000247077	1
ENSMUSG00000021910	ENSG00000010322	1
ENSMUSG00000004319	ENSG00000109572	1
ENSMUSG00000027170	ENSG00000149100	1
ENSMUSG00000046585	ENSG00000120051	1
ENSMUSG00000114927		
ENSMUSG00000092055		
ENSMUSG00000091110		
ENSMUSG00000034674	ENSG00000139372	1
ENSMUSG00000091808		
ENSMUSG00000035951	ENSG00000176009	1
ENSMUSG00000034390	ENSG00000153815	1
ENSMUSG00000106594		
ENSMUSG00000074978		
ENSMUSG00000110429		
ENSMUSG00000071102		
ENSMUSG00000105618		
ENSMUSG00000109692		
ENSMUSG00000111812		
ENSMUSG00000022456	ENSG00000100167	0
ENSMUSG00000005413	ENSG00000100292	1
ENSMUSG00000047171	ENSG00000187821	1
ENSMUSG00000117690		
ENSMUSG00000028062	ENSG00000116586	1
ENSMUSG00000020444	ENSG00000143774	1
ENSMUSG00000107648		
ENSMUSG00000109743		
ENSMUSG00000086976		
ENSMUSG00000110179		
ENSMUSG00000099385		
ENSMUSG00000102683		
ENSMUSG00000022992	ENSG00000139620	1
ENSMUSG00000080071		
ENSMUSG00000046196		
ENSMUSG00000090341		
ENSMUSG00000110035		
ENSMUSG00000090744		
ENSMUSG00000030495	ENSG00000130876	1
ENSMUSG00000117661		
ENSMUSG00000116212		
ENSMUSG00000085160		
ENSMUSG00000095429	ENSG00000211938	0
ENSMUSG00000109612		
ENSMUSG00000103710		
ENSMUSG00000044647	ENSG00000178662	1
ENSMUSG00000056853	ENSG00000179615	1
ENSMUSG00000053063	ENSG00000172322	0
ENSMUSG00000032419	ENSG00000112837	1
ENSMUSG00000109912		
ENSMUSG00000025597	ENSG00000102271	1
ENSMUSG00000116093		
ENSMUSG00000107748		
ENSMUSG00000090451	ENSG00000215472	0
ENSMUSG00000059762	ENSG00000179615	0
ENSMUSG00000024552	ENSG00000132874	1
ENSMUSG00000061388		
ENSMUSG00000087439		
ENSMUSG00000004931	ENSG00000011132	1
ENSMUSG00000027716	ENSG00000138741	1
ENSMUSG00000024155	ENSG00000162039	1
ENSMUSG00000106072		
ENSMUSG00000102684		
ENSMUSG00000045106	ENSG00000186714	1
ENSMUSG00000102043		
ENSMUSG00000099584		
ENSMUSG00000074461		
ENSMUSG00000029337	ENSG00000138675	1
ENSMUSG00000055760	ENSG00000152147	1
ENSMUSG00000109245		
ENSMUSG00000109038		
ENSMUSG00000110091	ENSG00000241233	0
ENSMUSG00000110091	ENSG00000205864	0
ENSMUSG00000108897		
ENSMUSG00000097585		
ENSMUSG00000090582		
ENSMUSG00000038732	ENSG00000172197	1
ENSMUSG00000074704	ENSG00000244588	1
ENSMUSG00000099886		
ENSMUSG00000083126		
ENSMUSG00000038417	ENSG00000112367	1
ENSMUSG00000102075		
ENSMUSG00000080844		
ENSMUSG00000100782		
ENSMUSG00000081329		
ENSMUSG00000100337		
ENSMUSG00000083976		
ENSMUSG00000112890		
ENSMUSG00000111795		
ENSMUSG00000083569		
ENSMUSG00000082455		
ENSMUSG00000032420	ENSG00000135318	1
ENSMUSG00000057816	ENSG00000197826	1
ENSMUSG00000001802	ENSG00000130881	1
ENSMUSG00000110982		
ENSMUSG00000030619	ENSG00000074266	1
ENSMUSG00000067229		
ENSMUSG00000054360	ENSG00000188909	1
ENSMUSG00000038351	ENSG00000141258	1
ENSMUSG00000104545		
ENSMUSG00000067101		
ENSMUSG00000034917	ENSG00000105289	1
ENSMUSG00000106273		
ENSMUSG00000032023	ENSG00000109944	1
ENSMUSG00000081741		
ENSMUSG00000082728		
ENSMUSG00000082648		
ENSMUSG00000081573		
ENSMUSG00000051986		
ENSMUSG00000079543		
ENSMUSG00000115084		
ENSMUSG00000101911		
ENSMUSG00000063316	ENSG00000131469	1
ENSMUSG00000101792		
ENSMUSG00000020090	ENSG00000148734	1
ENSMUSG00000001120	ENSG00000183570	1
ENSMUSG00000111346		
ENSMUSG00000041439	ENSG00000151690	1
ENSMUSG00000115339		
ENSMUSG00000076538		
ENSMUSG00000025507	ENSG00000177595	1
ENSMUSG00000058163		
ENSMUSG00000038007	ENSG00000177076	1
ENSMUSG00000082934		
ENSMUSG00000020686	ENSG00000270765	1
ENSMUSG00000034391	ENSG00000141665	1
ENSMUSG00000109374		
ENSMUSG00000045257	ENSG00000188010	1
ENSMUSG00000015843	ENSG00000143171	1
ENSMUSG00000094637		
ENSMUSG00000061684		
ENSMUSG00000103650		
ENSMUSG00000078256		
ENSMUSG00000087174		
ENSMUSG00000041607	ENSG00000197971	1
ENSMUSG00000035051	ENSG00000163214	1
ENSMUSG00000086688		
ENSMUSG00000027361	ENSG00000104064	1
ENSMUSG00000051481		
ENSMUSG00000046764		
ENSMUSG00000028826	ENSG00000204178	1
ENSMUSG00000081978		
ENSMUSG00000083244		
ENSMUSG00000078255	ENSG00000240542	0
ENSMUSG00000052865		
ENSMUSG00000082528		
ENSMUSG00000024645	ENSG00000075336	1
ENSMUSG00000082798		
ENSMUSG00000063434	ENSG00000156395	1
ENSMUSG00000082995		
ENSMUSG00000110061	ENSG00000241233	0
ENSMUSG00000110061	ENSG00000205864	0
ENSMUSG00000010358	ENSG00000068079	1
ENSMUSG00000100287		
ENSMUSG00000109655	ENSG00000185940	0
ENSMUSG00000109655	ENSG00000205867	0
ENSMUSG00000083256		
ENSMUSG00000090471	ENSG00000185940	0
ENSMUSG00000090471	ENSG00000205867	0
ENSMUSG00000100691		
ENSMUSG00000038239	ENSG00000130528	1
ENSMUSG00000006464	ENSG00000256349	1
ENSMUSG00000006464	ENSG00000174483	1
ENSMUSG00000054759	ENSG00000204880	0
ENSMUSG00000054759	ENSG00000212722	0
ENSMUSG00000054759	ENSG00000212721	0
ENSMUSG00000054759	ENSG00000241241	0
ENSMUSG00000054759	ENSG00000171396	0
ENSMUSG00000054759	ENSG00000188155	0
ENSMUSG00000054759	ENSG00000221837	0
ENSMUSG00000054759	ENSG00000212659	0
ENSMUSG00000054759	ENSG00000198083	0
ENSMUSG00000054759	ENSG00000204873	0
ENSMUSG00000054759	ENSG00000239886	0
ENSMUSG00000054759	ENSG00000187272	0
ENSMUSG00000054759	ENSG00000180386	0
ENSMUSG00000054759	ENSG00000241595	0
ENSMUSG00000054759	ENSG00000244537	0
ENSMUSG00000054759	ENSG00000198443	0
ENSMUSG00000054759	ENSG00000215455	0
ENSMUSG00000054759	ENSG00000212935	0
ENSMUSG00000054759	ENSG00000241123	0
ENSMUSG00000054759	ENSG00000240542	0
ENSMUSG00000054759	ENSG00000215454	0
ENSMUSG00000054759	ENSG00000243489	0
ENSMUSG00000054759	ENSG00000212725	0
ENSMUSG00000054759	ENSG00000214518	0
ENSMUSG00000054759	ENSG00000213417	0
ENSMUSG00000054759	ENSG00000212724	0
ENSMUSG00000054759	ENSG00000198271	0
ENSMUSG00000078921		
ENSMUSG00000026014	ENSG00000173166	1
ENSMUSG00000076557		
ENSMUSG00000066101	ENSG00000212658	0
ENSMUSG00000106550		
ENSMUSG00000085882		
ENSMUSG00000033256	ENSG00000138606	1
ENSMUSG00000069892		
ENSMUSG00000081044	ENSG00000163528	0
ENSMUSG00000007591	ENSG00000139908	1
ENSMUSG00000100151		
ENSMUSG00000099373		
ENSMUSG00000040040	ENSG00000032742	1
ENSMUSG00000103118		
ENSMUSG00000026304	ENSG00000124839	1
ENSMUSG00000086347		
ENSMUSG00000093590		
ENSMUSG00000071112	ENSG00000134548	1
ENSMUSG00000105525		
ENSMUSG00000101464		
ENSMUSG00000106146		
ENSMUSG00000021751	ENSG00000168306	1
ENSMUSG00000101597		
ENSMUSG00000105269		
ENSMUSG00000108482		
ENSMUSG00000055629	ENSG00000182272	1
ENSMUSG00000106554		
ENSMUSG00000022177	ENSG00000092036	1
ENSMUSG00000022177	ENSG00000259132	0
ENSMUSG00000082012		
ENSMUSG00000099996		
ENSMUSG00000078153	ENSG00000100911	0
ENSMUSG00000115654		
ENSMUSG00000031617	ENSG00000164168	1
ENSMUSG00000101763		
ENSMUSG00000117930		
ENSMUSG00000022034	ENSG00000171320	1
ENSMUSG00000083114		
ENSMUSG00000048852		
ENSMUSG00000032571	ENSG00000196455	1
ENSMUSG00000008604	ENSG00000160803	1
ENSMUSG00000029072	ENSG00000169962	1
ENSMUSG00000042831	ENSG00000239382	1
ENSMUSG00000035085	ENSG00000270806	1
ENSMUSG00000084153		
ENSMUSG00000078920		
ENSMUSG00000081562		
ENSMUSG00000084400		
ENSMUSG00000029071	ENSG00000107404	1
ENSMUSG00000030662	ENSG00000065150	1
ENSMUSG00000020682	ENSG00000271447	1
ENSMUSG00000100302		
ENSMUSG00000021963	ENSG00000150459	1
ENSMUSG00000045812	ENSG00000171014	1
ENSMUSG00000108204		
ENSMUSG00000061992		
ENSMUSG00000114383		
ENSMUSG00000047511		
ENSMUSG00000114632		
ENSMUSG00000086012		
ENSMUSG00000098003		
ENSMUSG00000081636		
ENSMUSG00000046314	ENSG00000168952	1
ENSMUSG00000091474		
ENSMUSG00000075202	ENSG00000272987	0
ENSMUSG00000069893		
ENSMUSG00000116580		
ENSMUSG00000086401		
ENSMUSG00000027799	ENSG00000172915	1
ENSMUSG00000022861	ENSG00000058866	1
ENSMUSG00000025722	ENSG00000177082	1
ENSMUSG00000032187	ENSG00000127616	1
ENSMUSG00000101082		
ENSMUSG00000029507	ENSG00000177192	1
ENSMUSG00000083178		
ENSMUSG00000041750	ENSG00000158473	0
ENSMUSG00000017491	ENSG00000077092	1
ENSMUSG00000025735	ENSG00000103269	1
ENSMUSG00000019935	ENSG00000179520	1
ENSMUSG00000040328	ENSG00000185372	1
ENSMUSG00000040328	ENSG00000182613	0
ENSMUSG00000100553		
ENSMUSG00000052909		
ENSMUSG00000100827		
ENSMUSG00000033105	ENSG00000160285	1
ENSMUSG00000118014		
ENSMUSG00000117996		
ENSMUSG00000118111		
ENSMUSG00000096670		
ENSMUSG00000100534		
ENSMUSG00000096681		
ENSMUSG00000026623	ENSG00000123684	1
ENSMUSG00000115541		
ENSMUSG00000105956		
ENSMUSG00000102904		
ENSMUSG00000021965	ENSG00000165480	1
ENSMUSG00000086760		
ENSMUSG00000084336	ENSG00000172208	1
ENSMUSG00000117931		
ENSMUSG00000096531	ENSG00000211798	1
ENSMUSG00000086136		
ENSMUSG00000082070		
ENSMUSG00000086135		
ENSMUSG00000096541	ENSG00000211787	0
ENSMUSG00000096541	ENSG00000211782	0
ENSMUSG00000118059		
ENSMUSG00000081584		
ENSMUSG00000103240		
ENSMUSG00000087482		
ENSMUSG00000105467		
ENSMUSG00000103860		
ENSMUSG00000078600		
ENSMUSG00000093915	ENSG00000211798	0
ENSMUSG00000003235	ENSG00000145191	1
ENSMUSG00000074165		
ENSMUSG00000100957		
ENSMUSG00000085844		
ENSMUSG00000030158	ENSG00000256660	1
ENSMUSG00000024593	ENSG00000145794	1
ENSMUSG00000105752		
ENSMUSG00000082116		
ENSMUSG00000099756		
ENSMUSG00000078922		
ENSMUSG00000030801	ENSG00000103510	1
ENSMUSG00000080995		
ENSMUSG00000076539		
ENSMUSG00000083105		
ENSMUSG00000115513		
ENSMUSG00000115563		
ENSMUSG00000081055		
ENSMUSG00000085184		
ENSMUSG00000095263		
ENSMUSG00000105539		
ENSMUSG00000081354		
ENSMUSG00000049598	ENSG00000243284	1
ENSMUSG00000117697		
ENSMUSG00000083561		
ENSMUSG00000086486		
ENSMUSG00000003053		
ENSMUSG00000025223	ENSG00000198728	1
ENSMUSG00000081238		
ENSMUSG00000096272		
ENSMUSG00000041355	ENSG00000163479	1
ENSMUSG00000053310	ENSG00000154146	1
ENSMUSG00000015846	ENSG00000186350	1
ENSMUSG00000054938		
ENSMUSG00000074656	ENSG00000125977	1
ENSMUSG00000017485	ENSG00000077097	1
ENSMUSG00000044265		
ENSMUSG00000025733	ENSG00000140983	1
ENSMUSG00000099426		
ENSMUSG00000104169		
ENSMUSG00000059408		
ENSMUSG00000001773	ENSG00000086205	1
ENSMUSG00000096711		
ENSMUSG00000034275	ENSG00000080854	1
ENSMUSG00000026546	ENSG00000213085	1
