@relation Data_Cortex_Nuclear

@attribute ﻿MouseID {309_1,309_2,309_3,309_4,309_5,309_6,309_7,309_8,309_9,309_10,309_11,309_12,309_13,309_14,309_15,311_1,311_2,311_3,311_4,311_5,311_6,311_7,311_8,311_9,311_10,311_11,311_12,311_13,311_14,311_15,320_1,320_2,320_3,320_4,320_5,320_6,320_7,320_8,320_9,320_10,320_11,320_12,320_13,320_14,320_15,321_1,321_2,321_3,321_4,321_5,321_6,321_7,321_8,321_9,321_10,321_11,321_12,321_13,321_14,321_15,322_1,322_2,322_3,322_4,322_5,322_6,322_7,322_8,322_9,322_10,322_11,322_12,322_13,322_14,322_15,3415_1,3415_2,3415_3,3415_4,3415_5,3415_6,3415_7,3415_8,3415_9,3415_10,3415_11,3415_12,3415_13,3415_14,3415_15,3499_1,3499_2,3499_3,3499_4,3499_5,3499_6,3499_7,3499_8,3499_9,3499_10,3499_11,3499_12,3499_13,3499_14,3499_15,3507_1,3507_2,3507_3,3507_4,3507_5,3507_6,3507_7,3507_8,3507_9,3507_10,3507_11,3507_12,3507_13,3507_14,3507_15,3520_1,3520_2,3520_3,3520_4,3520_5,3520_6,3520_7,3520_8,3520_9,3520_10,3520_11,3520_12,3520_13,3520_14,3520_15,3521_1,3521_2,3521_3,3521_4,3521_5,3521_6,3521_7,3521_8,3521_9,3521_10,3521_11,3521_12,3521_13,3521_14,3521_15,294_1,294_2,294_3,294_4,294_5,294_6,294_7,294_8,294_9,294_10,294_11,294_12,294_13,294_14,294_15,3412_1,3412_2,3412_3,3412_4,3412_5,3412_6,3412_7,3412_8,3412_9,3412_10,3412_11,3412_12,3412_13,3412_14,3412_15,3413_1,3413_2,3413_3,3413_4,3413_5,3413_6,3413_7,3413_8,3413_9,3413_10,3413_11,3413_12,3413_13,3413_14,3413_15,3419_1,3419_2,3419_3,3419_4,3419_5,3419_6,3419_7,3419_8,3419_9,3419_10,3419_11,3419_12,3419_13,3419_14,3419_15,3420_1,3420_2,3420_3,3420_4,3420_5,3420_6,3420_7,3420_8,3420_9,3420_10,3420_11,3420_12,3420_13,3420_14,3420_15,3500_1,3500_2,3500_3,3500_4,3500_5,3500_6,3500_7,3500_8,3500_9,3500_10,3500_11,3500_12,3500_13,3500_14,3500_15,3503_1,3503_2,3503_3,3503_4,3503_5,3503_6,3503_7,3503_8,3503_9,3503_10,3503_11,3503_12,3503_13,3503_14,3503_15,362_1,362_2,362_3,362_4,362_5,362_6,362_7,362_8,362_9,362_10,362_11,362_12,362_13,362_14,362_15,364_1,364_2,364_3,364_4,364_5,364_6,364_7,364_8,364_9,364_10,364_11,364_12,364_13,364_14,364_15,365_1,365_2,365_3,365_4,365_5,365_6,365_7,365_8,365_9,365_10,365_11,365_12,365_13,365_14,365_15,3477_1,3477_2,3477_3,3477_4,3477_5,3477_6,3477_7,3477_8,3477_9,3477_10,3477_11,3477_12,3477_13,3477_14,3477_15,3478_1,3478_2,3478_3,3478_4,3478_5,3478_6,3478_7,3478_8,3478_9,3478_10,3478_11,3478_12,3478_13,3478_14,3478_15,3479_1,3479_2,3479_3,3479_4,3479_5,3479_6,3479_7,3479_8,3479_9,3479_10,3479_11,3479_12,3479_13,3479_14,3479_15,3480_1,3480_2,3480_3,3480_4,3480_5,3480_6,3480_7,3480_8,3480_9,3480_10,3480_11,3480_12,3480_13,3480_14,3480_15,3484_1,3484_2,3484_3,3484_4,3484_5,3484_6,3484_7,3484_8,3484_9,3484_10,3484_11,3484_12,3484_13,3484_14,3484_15,3497_1,3497_2,3497_3,3497_4,3497_5,3497_6,3497_7,3497_8,3497_9,3497_10,3497_11,3497_12,3497_13,3497_14,3497_15,50810A_1,50810A_2,50810A_3,50810A_4,50810A_5,50810A_6,50810A_7,50810A_8,50810A_9,50810A_10,50810A_11,50810A_12,50810A_13,50810A_14,50810A_15,50810D_1,50810D_2,50810D_3,50810D_4,50810D_5,50810D_6,50810D_7,50810D_8,50810D_9,50810D_10,50810D_11,50810D_12,50810D_13,50810D_14,50810D_15,50810F_1,50810F_2,50810F_3,50810F_4,50810F_5,50810F_6,50810F_7,50810F_8,50810F_9,50810F_10,50810F_11,50810F_12,50810F_13,50810F_14,50810F_15,3422_1,3422_2,3422_3,3422_4,3422_5,3422_6,3422_7,3422_8,3422_9,3422_10,3422_11,3422_12,3422_13,3422_14,3422_15,3423_1,3423_2,3423_3,3423_4,3423_5,3423_6,3423_7,3423_8,3423_9,3423_10,3423_11,3423_12,3423_13,3423_14,3423_15,3424_1,3424_2,3424_3,3424_4,3424_5,3424_6,3424_7,3424_8,3424_9,3424_10,3424_11,3424_12,3424_13,3424_14,3424_15,3481_1,3481_2,3481_3,3481_4,3481_5,3481_6,3481_7,3481_8,3481_9,3481_10,3481_11,3481_12,3481_13,3481_14,3481_15,3488_1,3488_2,3488_3,3488_4,3488_5,3488_6,3488_7,3488_8,3488_9,3488_10,3488_11,3488_12,3488_13,3488_14,3488_15,3489_1,3489_2,3489_3,3489_4,3489_5,3489_6,3489_7,3489_8,3489_9,3489_10,3489_11,3489_12,3489_13,3489_14,3489_15,3490_1,3490_2,3490_3,3490_4,3490_5,3490_6,3490_7,3490_8,3490_9,3490_10,3490_11,3490_12,3490_13,3490_14,3490_15,3516_1,3516_2,3516_3,3516_4,3516_5,3516_6,3516_7,3516_8,3516_9,3516_10,3516_11,3516_12,3516_13,3516_14,3516_15,J2292_1,J2292_2,J2292_3,J2292_4,J2292_5,J2292_6,J2292_7,J2292_8,J2292_9,J2292_10,J2292_11,J2292_12,J2292_13,J2292_14,J2292_15,3414_1,3414_2,3414_3,3414_4,3414_5,3414_6,3414_7,3414_8,3414_9,3414_10,3414_11,3414_12,3414_13,3414_14,3414_15,3416_1,3416_2,3416_3,3416_4,3416_5,3416_6,3416_7,3416_8,3416_9,3416_10,3416_11,3416_12,3416_13,3416_14,3416_15,3417_1,3417_2,3417_3,3417_4,3417_5,3417_6,3417_7,3417_8,3417_9,3417_10,3417_11,3417_12,3417_13,3417_14,3417_15,3429_1,3429_2,3429_3,3429_4,3429_5,3429_6,3429_7,3429_8,3429_9,3429_10,3429_11,3429_12,3429_13,3429_14,3429_15,3504_1,3504_2,3504_3,3504_4,3504_5,3504_6,3504_7,3504_8,3504_9,3504_10,3504_11,3504_12,3504_13,3504_14,3504_15,3505_1,3505_2,3505_3,3505_4,3505_5,3505_6,3505_7,3505_8,3505_9,3505_10,3505_11,3505_12,3505_13,3505_14,3505_15,3522_1,3522_2,3522_3,3522_4,3522_5,3522_6,3522_7,3522_8,3522_9,3522_10,3522_11,3522_12,3522_13,3522_14,3522_15,361_1,361_2,361_3,361_4,361_5,361_6,361_7,361_8,361_9,361_10,361_11,361_12,361_13,361_14,361_15,363_1,363_2,363_3,363_4,363_5,363_6,363_7,363_8,363_9,363_10,363_11,363_12,363_13,363_14,363_15,293_1,293_2,293_3,293_4,293_5,293_6,293_7,293_8,293_9,293_10,293_11,293_12,293_13,293_14,293_15,3411_1,3411_2,3411_3,3411_4,3411_5,3411_6,3411_7,3411_8,3411_9,3411_10,3411_11,3411_12,3411_13,3411_14,3411_15,3418_1,3418_2,3418_3,3418_4,3418_5,3418_6,3418_7,3418_8,3418_9,3418_10,3418_11,3418_12,3418_13,3418_14,3418_15,3501_1,3501_2,3501_3,3501_4,3501_5,3501_6,3501_7,3501_8,3501_9,3501_10,3501_11,3501_12,3501_13,3501_14,3501_15,3502_1,3502_2,3502_3,3502_4,3502_5,3502_6,3502_7,3502_8,3502_9,3502_10,3502_11,3502_12,3502_13,3502_14,3502_15,3530_1,3530_2,3530_3,3530_4,3530_5,3530_6,3530_7,3530_8,3530_9,3530_10,3530_11,3530_12,3530_13,3530_14,3530_15,3534_1,3534_2,3534_3,3534_4,3534_5,3534_6,3534_7,3534_8,3534_9,3534_10,3534_11,3534_12,3534_13,3534_14,3534_15,3605_1,3605_2,3605_3,3605_4,3605_5,3605_6,3605_7,3605_8,3605_9,3605_10,3605_11,3605_12,3605_13,3605_14,3605_15,3606_1,3606_2,3606_3,3606_4,3606_5,3606_6,3606_7,3606_8,3606_9,3606_10,3606_11,3606_12,3606_13,3606_14,3606_15,18899_1,18899_2,18899_3,18899_4,18899_5,18899_6,18899_7,18899_8,18899_9,18899_10,18899_11,18899_12,18899_13,18899_14,18899_15,3476_1,3476_2,3476_3,3476_4,3476_5,3476_6,3476_7,3476_8,3476_9,3476_10,3476_11,3476_12,3476_13,3476_14,3476_15,3483_1,3483_2,3483_3,3483_4,3483_5,3483_6,3483_7,3483_8,3483_9,3483_10,3483_11,3483_12,3483_13,3483_14,3483_15,3498_1,3498_2,3498_3,3498_4,3498_5,3498_6,3498_7,3498_8,3498_9,3498_10,3498_11,3498_12,3498_13,3498_14,3498_15,50810B_1,50810B_2,50810B_3,50810B_4,50810B_5,50810B_6,50810B_7,50810B_8,50810B_9,50810B_10,50810B_11,50810B_12,50810B_13,50810B_14,50810B_15,50810C_1,50810C_2,50810C_3,50810C_4,50810C_5,50810C_6,50810C_7,50810C_8,50810C_9,50810C_10,50810C_11,50810C_12,50810C_13,50810C_14,50810C_15,50810E_1,50810E_2,50810E_3,50810E_4,50810E_5,50810E_6,50810E_7,50810E_8,50810E_9,50810E_10,50810E_11,50810E_12,50810E_13,50810E_14,50810E_15,3421_1,3421_2,3421_3,3421_4,3421_5,3421_6,3421_7,3421_8,3421_9,3421_10,3421_11,3421_12,3421_13,3421_14,3421_15,3425_1,3425_2,3425_3,3425_4,3425_5,3425_6,3425_7,3425_8,3425_9,3425_10,3425_11,3425_12,3425_13,3425_14,3425_15,3426_1,3426_2,3426_3,3426_4,3426_5,3426_6,3426_7,3426_8,3426_9,3426_10,3426_11,3426_12,3426_13,3426_14,3426_15,3491_1,3491_2,3491_3,3491_4,3491_5,3491_6,3491_7,3491_8,3491_9,3491_10,3491_11,3491_12,3491_13,3491_14,3491_15,3513_1,3513_2,3513_3,3513_4,3513_5,3513_6,3513_7,3513_8,3513_9,3513_10,3513_11,3513_12,3513_13,3513_14,3513_15,3517_1,3517_2,3517_3,3517_4,3517_5,3517_6,3517_7,3517_8,3517_9,3517_10,3517_11,3517_12,3517_13,3517_14,3517_15,3525_1,3525_2,3525_3,3525_4,3525_5,3525_6,3525_7,3525_8,3525_9,3525_10,3525_11,3525_12,3525_13,3525_14,3525_15,J1291_1,J1291_2,J1291_3,J1291_4,J1291_5,J1291_6,J1291_7,J1291_8,J1291_9,J1291_10,J1291_11,J1291_12,J1291_13,J1291_14,J1291_15,J3295_1,J3295_2,J3295_3,J3295_4,J3295_5,J3295_6,J3295_7,J3295_8,J3295_9,J3295_10,J3295_11,J3295_12,J3295_13,J3295_14,J3295_15}
@attribute DYRK1A_N numeric
@attribute ITSN1_N numeric
@attribute BDNF_N numeric
@attribute NR1_N numeric
@attribute NR2A_N numeric
@attribute pAKT_N numeric
@attribute pBRAF_N numeric
@attribute pCAMKII_N numeric
@attribute pCREB_N numeric
@attribute pELK_N numeric
@attribute pERK_N numeric
@attribute pJNK_N numeric
@attribute PKCA_N numeric
@attribute pMEK_N numeric
@attribute pNR1_N numeric
@attribute pNR2A_N numeric
@attribute pNR2B_N numeric
@attribute pPKCAB_N numeric
@attribute pRSK_N numeric
@attribute AKT_N numeric
@attribute BRAF_N numeric
@attribute CAMKII_N numeric
@attribute CREB_N numeric
@attribute ELK_N numeric
@attribute ERK_N numeric
@attribute GSK3B_N numeric
@attribute JNK_N numeric
@attribute MEK_N numeric
@attribute TRKA_N numeric
@attribute RSK_N numeric
@attribute APP_N numeric
@attribute Bcatenin_N numeric
@attribute SOD1_N numeric
@attribute MTOR_N numeric
@attribute P38_N numeric
@attribute pMTOR_N numeric
@attribute DSCR1_N numeric
@attribute AMPKA_N numeric
@attribute NR2B_N numeric
@attribute pNUMB_N numeric
@attribute RAPTOR_N numeric
@attribute TIAM1_N numeric
@attribute pP70S6_N numeric
@attribute NUMB_N numeric
@attribute P70S6_N numeric
@attribute pGSK3B_N numeric
@attribute pPKCG_N numeric
@attribute CDK5_N numeric
@attribute S6_N numeric
@attribute ADARB1_N numeric
@attribute AcetylH3K9_N numeric
@attribute RRP1_N numeric
@attribute BAX_N numeric
@attribute ARC_N numeric
@attribute ERBB4_N numeric
@attribute nNOS_N numeric
@attribute Tau_N numeric
@attribute GFAP_N numeric
@attribute GluR3_N numeric
@attribute GluR4_N numeric
@attribute IL1B_N numeric
@attribute P3525_N numeric
@attribute pCASP9_N numeric
@attribute PSD95_N numeric
@attribute SNCA_N numeric
@attribute Ubiquitin_N numeric
@attribute pGSK3B_Tyr216_N numeric
@attribute SHH_N numeric
@attribute BAD_N numeric
@attribute BCL2_N numeric
@attribute pS6_N numeric
@attribute pCFOS_N numeric
@attribute SYP_N numeric
@attribute H3AcK18_N numeric
@attribute EGR1_N numeric
@attribute H3MeK4_N numeric
@attribute CaNA_N numeric
@attribute Genotype {Control,Ts65Dn}
@attribute Treatment {Memantine,Saline}
@attribute Behavior {C/S,S/C}
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}

@data
3414_12,0.60538,0.87575,0.312754,2.184633,3.676795,0.225276,0.189085,2.154635,0.213083,1.779756,0.779563,0.275402,0.323592,0.266305,0.715502,0.399071,1.365202,1.495645,0.481711,0.535707,0.653184,0.361719,0.208825,0.881556,2.23921,1.470873,0.272886,0.26766,0.761951,0.179988,0.449197,2.125798,0.319141,0.381072,0.308303,0.633443,0.540546,0.316431,0.494484,0.284691,0.249855,0.346429,0.450939,0.149492,0.742956,0.154123,1.832497,0.271452,0.337064,0.817188,0.154252,0.141001,0.158626,0.096102,0.129036,0.165059,0.17445,0.101119,0.201724,0.100991,0.411681,0.254085,1.175479,2.227197,0.113856,0.962949,0.841374,0.18873,0.122347,?,0.096102,?,0.339895,0.12389,0.12775,0.169047,1.658304,Ts65Dn,Memantine,C/S,t-CS-m
3414_13,0.555122,0.726229,0.278319,2.097249,2.897553,0.222222,0.174356,1.86788,0.203379,1.610136,0.686593,0.259692,0.306043,0.239116,0.680745,0.385532,1.213775,1.433398,0.454191,0.499025,0.617934,0.315789,0.187568,0.80052,1.991553,1.323587,0.248213,0.246047,0.736409,0.172623,0.412606,1.916613,0.316223,0.365389,0.285034,0.602339,0.176522,0.289149,0.268789,0.273338,0.24843,0.322071,0.444011,0.144503,0.800527,0.164417,1.922153,0.247202,0.319454,0.74819,0.14368,0.144997,0.156353,0.104839,0.144338,0.158492,0.184661,0.104016,0.195523,0.101876,0.435813,0.272383,1.195523,2.536537,0.140882,1.004773,0.936307,0.20079,0.152732,?,0.104839,?,0.344964,0.136109,0.15553,0.185484,1.65767,Ts65Dn,Memantine,C/S,t-CS-m
3414_14,0.543226,0.757768,0.294018,2.014162,3.134432,0.211795,0.170788,1.85986,0.203762,1.524625,0.725005,0.277743,0.280913,0.248785,0.685902,0.346227,1.215176,1.379412,0.466286,0.491017,0.594589,0.316212,0.171634,0.79962,1.914817,1.261256,0.238639,0.233143,0.685056,0.176284,0.429085,1.846544,0.285141,0.364616,0.284929,0.563306,0.178186,0.272036,0.271401,0.257239,0.231875,0.320017,0.424435,0.13269,0.778305,0.161976,1.892343,0.266361,0.299738,0.770615,0.135308,0.14267,0.153959,0.098331,0.126636,0.166885,0.178829,0.102258,0.197808,0.101931,0.41623,0.266198,1.14087,2.2518,0.127945,0.999018,0.902978,0.218423,0.145288,?,0.098331,?,0.336387,0.127618,0.13269,0.173266,1.651178,Ts65Dn,Memantine,C/S,t-CS-m
3414_15,0.574555,0.714868,0.27891,2.026818,3.28127,0.200815,0.166059,1.895516,0.206393,1.495602,0.675821,0.256168,0.300794,0.242652,0.703926,0.369449,1.234714,1.413431,0.44926,0.505256,0.557177,0.320318,0.179361,0.800901,1.947436,1.347565,0.251019,0.234714,0.69749,0.185153,0.409783,1.894658,0.30015,0.34735,0.323965,0.593649,0.185582,0.294143,0.389616,0.264965,0.232354,0.324823,0.4469,0.136327,0.742746,0.159507,1.898525,0.254174,0.313017,0.786837,0.13195,0.140217,0.143783,0.092073,0.136327,0.1574,0.178311,0.098395,0.200519,0.100665,0.42519,0.259037,1.123359,2.187389,0.132923,0.994489,0.893986,0.208462,0.129194,?,0.092073,?,0.357432,0.140217,0.150916,0.167288,1.595396,Ts65Dn,Memantine,C/S,t-CS-m
3416_1,0.641872,0.859113,0.32798,2.652611,4.201576,0.190246,0.159704,2.515862,0.206404,1.581872,0.721084,0.234187,0.327094,0.240985,0.854975,0.466207,1.627586,1.766897,0.424236,0.662956,0.471133,0.307586,0.173005,1.45064,2.95734,1.477931,0.240296,0.275271,0.789655,0.15468,0.487488,2.36798,0.308867,0.389261,0.324433,0.645714,0.524828,0.355567,0.536059,0.307488,0.270246,0.384532,0.252414,0.20952,1.037469,0.175174,1.626967,0.305295,0.604537,0.996049,0.234691,0.153827,0.199898,0.113872,0.16141,0.206971,0.200153,0.121264,0.238514,0.140572,0.552412,0.301663,1.506277,2.739884,0.123686,1.075002,0.945135,0.223157,?,0.100236,0.113872,0.108265,0.416937,0.149047,?,?,1.796279,Ts65Dn,Memantine,C/S,t-CS-m
3416_2,0.673085,0.87728,0.341103,2.696291,4.180077,0.194568,0.161127,2.479834,0.222031,1.609343,0.744528,0.241184,0.339177,0.243312,0.89846,0.479631,1.582084,1.789116,0.424199,0.684029,0.496453,0.312931,0.163154,1.453182,2.966457,1.4924,0.247669,0.27878,0.808066,0.153121,0.488346,2.470409,0.313843,0.392278,0.314755,0.653527,0.534759,0.35529,0.537292,0.300162,0.284961,0.393899,0.253952,0.203492,0.964771,0.165697,1.49515,0.30117,0.581503,0.975095,0.224767,0.143107,0.188536,0.10963,0.152243,0.204555,0.188161,0.115825,0.229648,0.137538,0.516989,0.297165,1.433828,2.477442,0.124147,0.992679,0.901633,0.223953,?,0.107315,0.10963,0.105375,0.402853,0.143983,?,?,1.720543,Ts65Dn,Memantine,C/S,t-CS-m
3416_3,0.660194,0.82858,0.34193,2.662217,4.581311,0.198625,0.159486,2.593244,0.221582,1.657868,0.817253,0.248685,0.33394,0.249899,0.889563,0.481088,1.610235,1.840918,0.428904,0.684466,0.51699,0.308556,0.162318,1.450647,3.008091,1.515271,0.250405,0.280036,0.783778,0.165756,0.488471,2.400081,0.317759,0.399171,0.324535,0.680218,0.54824,0.367718,0.549049,0.303297,0.263451,0.398564,0.251618,0.204089,0.94777,0.169888,1.483519,0.296964,0.577014,1.092875,0.229926,0.151363,0.193618,0.11233,0.147708,0.207187,0.183705,0.118216,0.229802,0.139591,0.488971,0.283643,1.408426,2.412082,0.124969,1.039281,0.902354,0.222429,?,0.101735,0.11233,0.105452,0.410843,0.137175,?,?,1.690149,Ts65Dn,Memantine,C/S,t-CS-m
3416_4,0.5715,0.747993,0.311465,2.450201,3.82727,0.200075,0.165454,2.424611,0.192925,1.415956,0.694932,0.242348,0.324636,0.239087,0.803061,0.439037,1.472403,1.700326,0.463372,0.612393,0.481811,0.310963,0.169468,1.202082,2.522328,1.41282,0.242474,0.270572,0.72278,0.155921,0.454466,2.265304,0.310462,0.377446,0.307827,0.617536,0.521952,0.332539,0.533116,0.283869,0.25276,0.373181,0.347968,0.193253,0.867933,0.162544,1.694067,0.294921,0.527724,0.873672,0.222257,0.150989,0.184413,0.111439,0.150291,0.194416,0.186817,0.115471,0.234044,0.126561,0.514541,0.288174,1.401318,2.540364,0.125863,1.021093,0.888717,0.213804,?,0.109267,0.111439,0.104537,0.384723,0.14936,?,?,1.720202,Ts65Dn,Memantine,C/S,t-CS-m
3416_5,0.540852,0.738703,0.318659,2.479218,4.044931,0.203418,0.168069,2.544089,0.203418,1.465881,0.713065,0.251975,0.33575,0.249644,0.843325,0.452415,1.517157,1.735336,0.464975,0.61647,0.492555,0.320471,0.16548,1.198498,2.625275,1.479477,0.25068,0.271915,0.754111,0.156027,0.469895,2.276059,0.310501,0.39855,0.323579,0.628642,0.550175,0.327981,0.54383,0.294445,0.266736,0.385601,0.38094,0.189993,0.86314,0.157153,1.690806,0.28681,0.501046,0.881187,0.21137,0.141585,0.17884,0.110681,0.149795,0.197661,0.181938,0.117807,0.216482,0.123306,0.514368,0.283169,1.32817,2.384091,0.121912,0.941445,0.872202,0.213074,?,0.11161,0.110681,0.102781,0.404306,0.155371,?,?,1.616374,Ts65Dn,Memantine,C/S,t-CS-m
3416_6,0.64959,0.728996,0.316855,2.486296,3.866675,0.200948,0.186219,2.529329,0.212859,1.494749,0.648438,0.248847,0.338499,0.245902,0.862193,0.439293,1.502433,1.712602,0.45748,0.625,0.457736,0.314549,0.163934,1.214011,2.636399,1.372951,0.24936,0.27126,0.743724,0.154201,0.46811,2.229764,0.304688,0.389216,0.308786,0.641393,0.565702,0.344006,0.525102,0.294185,0.285476,0.379611,0.347464,0.184089,0.863888,0.155849,1.693843,0.272072,0.515296,0.954225,0.214302,0.15137,0.176118,0.10605,0.142413,0.196614,0.171715,0.115691,0.21787,0.129052,0.496318,0.274577,1.302892,2.296895,0.122296,0.956122,0.878312,0.211417,?,0.105215,0.10605,0.108252,0.385334,0.137782,?,?,1.633189,Ts65Dn,Memantine,C/S,t-CS-m
3416_7,0.474654,0.671429,0.294931,2.25192,3.322581,0.204455,0.185868,2.247619,0.187404,1.328571,0.609063,0.246083,0.331336,0.246237,0.771582,0.404301,1.404916,1.615975,0.454685,0.550538,0.42043,0.306144,0.168049,0.984485,2.264516,1.304455,0.238863,0.25192,0.704455,0.157604,0.425346,2.050845,0.294163,0.358065,0.315822,0.605069,0.511521,0.307373,0.54255,0.280952,0.253456,0.35192,0.389862,0.178711,0.776453,0.158878,1.945247,0.286634,0.451208,0.796076,0.191898,0.153814,0.179344,0.109505,0.151282,0.183142,0.178816,0.118894,0.224496,0.112459,0.483912,0.289693,1.285684,2.484123,0.134613,1.082182,0.864648,0.22418,?,0.120582,0.109505,0.108661,0.429476,0.156979,?,?,1.641207,Ts65Dn,Memantine,C/S,t-CS-m
3416_8,0.464443,0.668992,0.290523,2.188476,3.500682,0.203184,0.163002,2.233813,0.183472,1.292191,0.545565,0.240182,0.311903,0.241092,0.779682,0.38696,1.358302,1.556027,0.43351,0.554663,0.42608,0.292949,0.161334,0.951478,2.266111,1.281577,0.234875,0.26414,0.680819,0.155724,0.42881,2.019864,0.287945,0.359212,0.312813,0.593025,0.521759,0.299621,0.52464,0.278089,0.253374,0.347233,0.374223,0.165125,0.716187,0.151001,1.822376,0.282898,0.431359,0.730109,0.184941,0.145819,0.171934,0.104156,0.141652,0.186668,0.165634,0.11381,0.204451,0.10568,0.455035,0.278935,1.184534,2.266741,0.123158,0.998069,0.809979,0.210649,?,0.125191,0.104156,0.101616,0.375267,0.147952,?,?,1.607865,Ts65Dn,Memantine,C/S,t-CS-m
3416_9,0.542599,0.673647,0.307473,2.346502,3.612724,0.211963,0.171664,2.306203,0.202761,1.409488,0.572584,0.250674,0.332223,0.257972,0.820879,0.415516,1.458195,1.65445,0.46232,0.573536,0.484055,0.322228,0.169126,0.999524,2.350944,1.377757,0.248294,0.228621,0.712835,0.158813,0.458036,2.086149,0.298747,0.389021,0.304617,0.635412,0.576392,0.327463,0.505156,0.285578,0.27003,0.402665,0.394257,0.170465,0.741363,0.152934,1.881303,0.28514,0.449624,0.845622,0.18284,0.140559,0.173146,0.101887,0.137362,0.187481,0.167165,0.119418,0.208621,0.114675,0.441992,0.277405,1.209756,2.28483,0.129215,1.0231,0.842735,0.212746,?,0.118903,0.101887,0.114778,0.379499,0.144271,?,?,1.616376,Ts65Dn,Memantine,C/S,t-CS-m
3416_10,0.418401,0.535349,0.279319,1.909812,2.686653,0.190453,0.159564,1.791047,0.183019,1.187314,0.453254,0.216221,0.266601,0.220846,0.648992,0.347869,1.162702,1.53188,0.461183,0.469772,0.373307,0.288404,0.168318,0.782293,1.650149,1.128015,0.218698,0.219855,0.574992,0.154278,0.363396,1.598778,0.251404,0.305253,0.27486,0.547241,0.446812,0.246283,0.403535,0.246614,0.22514,0.296003,0.393294,0.178448,0.666824,0.187873,2.029689,0.297832,0.480207,0.745994,0.187402,0.164153,0.177977,0.109802,0.14169,0.171222,0.170594,0.124568,0.19934,0.109331,0.41109,0.284794,1.18426,2.2295,0.145774,1.109488,0.927898,0.256362,?,0.150644,0.109802,0.152843,0.400094,0.201854,?,?,1.698084,Ts65Dn,Memantine,C/S,t-CS-m
3416_11,0.40692,0.520235,0.249167,1.799556,2.358673,0.176956,0.152198,1.724647,0.179178,1.15569,0.480559,0.202984,0.254087,0.223615,0.603238,0.317569,1.111411,1.364863,0.40438,0.438819,0.378353,0.280114,0.161879,0.732741,1.575464,1.076654,0.213299,0.217585,0.557054,0.143628,0.336613,1.495318,0.239803,0.299476,0.261228,0.525472,0.434217,0.232661,0.389462,0.227583,0.228535,0.270433,0.371052,0.177843,0.674444,0.201329,2.00309,0.289555,0.45241,0.755253,0.192522,0.175834,0.191904,0.108158,0.152812,0.177534,0.173826,0.125155,0.212145,0.104604,0.436187,0.298517,1.198393,2.315822,0.151576,1.138133,0.945766,0.261897,?,0.151267,0.108158,0.159611,0.430315,0.182787,?,?,1.690822,Ts65Dn,Memantine,C/S,t-CS-m
3416_12,0.445735,0.584778,0.268377,1.993759,2.746879,0.199202,0.160888,1.862344,0.18568,1.211512,0.506415,0.216713,0.283981,0.228849,0.672503,0.338245,1.199549,1.449202,0.432559,0.478502,0.379161,0.292996,0.176318,0.800104,1.777913,1.175277,0.221567,0.222261,0.611477,0.153779,0.365985,1.658981,0.251214,0.319868,0.265083,0.56016,0.48405,0.248613,0.423544,0.239771,0.23509,0.295076,0.134535,0.16644,0.666214,0.171726,2.029603,0.30222,0.448724,0.735689,0.184413,0.172935,0.184715,0.099985,0.157227,0.170367,0.16795,0.12113,0.207673,0.095756,0.452802,0.289231,1.16644,2.471077,0.14892,1.079142,0.961486,0.25842,?,0.132004,0.099985,0.171726,0.384987,0.196949,?,?,1.64824,Ts65Dn,Memantine,C/S,t-CS-m
3416_13,0.511218,0.65728,0.322344,2.196658,3.155678,0.24359,0.194597,2.021062,0.226648,1.367216,0.574863,0.262821,0.336996,0.298993,0.732143,0.423535,1.358288,1.736951,0.527244,0.554258,0.44826,0.353938,0.220925,0.910256,1.893315,1.310668,0.269231,0.28663,0.705128,0.197802,0.429487,1.824405,0.33196,0.390339,0.380266,0.701923,0.56456,0.312958,0.525183,0.30174,0.293727,0.368361,0.497253,0.169228,0.736103,0.181749,2.139063,0.28875,0.473155,0.789224,0.179662,0.175678,0.187251,0.107949,0.146651,0.169987,0.169987,0.132043,0.203187,0.106811,0.530829,0.285525,1.351736,2.262,0.160501,1.083855,0.923164,0.254221,?,0.170366,0.107949,0.168848,0.441282,0.23487,?,?,1.652438,Ts65Dn,Memantine,C/S,t-CS-m
3416_14,0.392627,0.503042,0.251432,1.72602,2.377595,0.187903,0.149606,1.582319,0.17645,1.022011,0.414817,0.205619,0.256442,0.231747,0.561024,0.305834,1.052434,1.302971,0.396564,0.431818,0.349499,0.276306,0.168218,0.702756,1.498568,1.026127,0.202577,0.221725,0.545812,0.14889,0.344309,1.429134,0.260021,0.31514,0.296349,0.521117,0.446671,0.236757,0.413923,0.23801,0.22083,0.301897,0.384753,0.170561,0.701012,0.187305,2.150506,0.29218,0.451702,0.767985,0.185833,0.180129,0.174425,0.106164,0.150322,0.165225,0.182153,0.134315,0.196872,0.10598,0.527691,0.301196,1.35253,2.376633,0.16173,1.115915,0.932659,0.256302,?,0.15897,0.106164,0.175897,0.434591,0.227967,?,?,1.520331,Ts65Dn,Memantine,C/S,t-CS-m
